,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
43011,1544923570,book,paperback,City Maps Kampala Uganda,James McFee,CreateSpace Independent Publishing Platform," City Maps Kampala Uganda is an easy to use small pocket book filled with all you need for your stay in the big city. Attractions, pubs, bars, restaurants, museums, convenience stores, clothing stores, shopping centers, marketplaces, police, emergency facilities and the list goes on and on. This collection of maps is up to date with the latest developments of the city. This city map is a must if you wish to enjoy the city without internet connection.",$12.13,
43012,753557231,book,paperback,Why Fonts Matter,Sarah Hyndman,Virgin Books," Discover the incredible power of fonts to influence your decisions, alter your perceptions, stir your emotions and change how you understand the world. We all constantly interact with type in almost every aspect of our lives. But how do fonts affect what we read and influence the choices we make?This book opens up the science and the art behind how fonts influence you. It explains why certain fonts or styles evoke particular experiences and associations. Fonts have different personalities that can create trust, mistrust, give you confidence, make things seem easier to do or make a product taste better. They're hidden in plain sight, they trigger memories, associations and multisensory experiences in your imagination. * Fonts can alter the meanings of words right before your very eyes. * See what personalities fonts have, and what they reveal about YOUR personality. * Explore how you respond to fonts emotionally and can make fonts work for your message. * Be amazed that a font has the power to alter the taste of your food.This book is for anyone who is interested in giving words impact, who loves words and how they influence us.",$17.16,4.5
43013,1942645929,book,paperback,The Last Faoii,Tahani Nelson,Quill," The faoii have protected Clearwall for generations. With militaristic order and stalwart discipline, these women have reigned in prosperity. But when her monastery is attacked and her sisters slaughtered, only young Kaiya-faoii is left alive.  Forced to cope without the long-standing traditions of her Order, Kaiya travels the country on a mission to avenge her sisters and preserve what is left of her heritage. The search brings her not only to dark discoveries and ancient family secrets, but to something she never wanted or dreamed of: a brother she never knew she had.  Forced into a war at the heart of a broken empire, the siblings must evaluate the true meanings of enemy, betrayal and freedom―and the gray areas surrounding each. Kaiya slowly learns the true state of the world outside her monastery’s walls, the dangers of the poisonous army that is slowly covering the land, and of her own innate abilities gifted by the Goddess.",$15.99,4.9
43014,415547822,book,paperback,Hayek and Natural Law,Erik Angner,Routledge,,,
43015,1471070077,book,paperback,Scumm,Eddie Bowley,lulu.com," A murder mystery set in the world of video games. Life is hard and there's no difficulty setting. It was especially hard for the man who was found murdered in his home. And in a city of crime, betrayal and deceit, who can you trust? And you can't look up cheats on the Internet either. You play as Richard, a private detective investigating a murder but gets drawn into a tangled web of conspiracy and soon finds himself running from the law and the unlawful. It is up to him to solve the mystery and uncover the truth - but with only one life and no continues, it's not going to be easy. Like I said, there's no difficulty setting. There's not even a tutorial.",$10.06,
43016,154079797X,book,paperback,21 Days to Diamond and Beyond: The Ultimate League of Legends Guide to Climbing Ranked in Season 7,St Petr,CreateSpace Independent Publishing Platform," As a Master Tier player on both EUW and EUNE servers that cares deeply about the state of League of Legends, I had enough of the lack of high quality educational material about the game. So about a year ago, I sat down and wrote what turned out to be the best selling ebook about improving at League of Legends on Amazon - 30 Days to Diamond. I used my experience as a real life teacher and a high elo player to create the most detailed, effective and complete source of game knowledge out there. The impact 30 Days to Diamond had on hundreds of players was enormous and I have summarized the results they achieved in the preface of this book. The book made a bold promise - that no matter what level of skill you are currently at, as long as you apply the principles it teaches, you will be able to reach Diamond 5 rank within 30 days of playing on a fresh account. Mind you, that's regardless of whether you started as a Bronze, Silver, Gold, Platinum or a completely new player that has just installed the game. The reason why the book delivered on its promise for so many people was simple. I was aware that no matter what your starting point is, as long as you fill in the knowledge gaps that you have about the game and you apply the proven principles that my book teaches, you WILL completely transform as a player over a short period of time. There are no ifs, buts or shoulds - facts are facts and results are results. Well, due to multiple requests from dozens of people online, I was motivated to roll up my sleeves again for Season 7. So I wrote the book you are about to read next - 21 Days to Diamond and Beyond. It is a longer and more detailed, improved, enriched and polished version of 30 Days to Diamond and it has been created specifically for Season 7. Please don't get intimidated by the length of it - I assure you that every page is worth your time. And I am now going to make an even bolder promise - if you take the time to learn all the principles and techniques I teach you in 21 Days to Diamond and Beyond, you will be able to reach a minimum of Diamond 5 rank within 21 days of playing on an unranked account, regardless of what your starting position happens to be right now. You could be Bronze, Silver, Gold or completely new to League of Legends. If your goal is to improve as much as you can at League in a short period of time - because you are a very competitive person, you like winning or you just want to have more fun playing the game - then this book will be your best friend. I am confident that you will be able to appreciate the value that it offers and I would like to encourage you to diligently apply what it teaches, as I go into extreme details on what you should do in pretty much any situation you can encounter in-game. Just look inside the Table of Contents to gain a perspective of the amount of game knowledge I've put together. As a result of being open-minded and applying what the book teaches, I assure you that you will get to enjoy the results that you are looking for. Are you excited already? Best of luck on the Summoner’s Rift!",$19.99,5.0
43017,997605715,book,paperback,Colossians: Christ Over All - Christ In You,Gary DeLashmutt,New Paradigm Publishing," Paul's brief letter to the Colossians proclaims that Jesus is above all other so-called gods and lords. This was a radical assertion in Paul's day, as it is in ours. Even more radical is his declaration that Jesus, through His Spirit, is in every person who personally receives Him. Paul follows these claims by explaining what authentic Christian spirituality looks like and how to progress in it.",$10.95,5.0
43018,143423967,book,paperback,The Bard of Blood,Bilal Siddiqi,Penguin," THE VALIANT NEVER TASTE OF DEATH BUT ONCE  A gripping thriller, researched with the assistance of US and Indian intelligence agents, war correspondents and the crime writer S. Hussain Zaidi. Delhi s power circles are shocked to discover ex-RAW boss Sadiq Sheikh has been murdered. Kabir Anand is settling into his new life as a professor of Shakespeare in Mumbai, when a call from the PMO thrusts him back into the world he is trying to forget. A brilliant agent who served under Sadiq Sheikh, Kabir has been forced to leave RAW because of a disastrous mission in Balochistan in 2006 part of India s covert support of the Balochi rebels. Kabir must now revisit those ghosts, avenge his mentor and face his deadliest enemies Mullah Omar and the ISI while racing against time to save his country.",$7.26,4.6
43019,813587204,book,paperback,The Zoom: Drama at the Touch of a Lever (Techniques of the Moving Image),Nick Hall,Rutgers University Press," From the queasy zooms in Alfred Hitchcock’s Vertigo to the avant-garde mystery of Michael Snow’s Wavelength, from the excitement of televised baseball to the drama of the political convention, the zoom shot is instantly recognizable and highly controversial. In The Zoom, Nick Hall traces the century-spanning history of the zoom lens in American film and television. From late 1920s silent features to the psychedelic experiments of the 1960s and beyond, the book describes how inventors battled to provide film and television studios with practical zoom lenses, and how cinematographers clashed over the right ways to use the new zooms. Hall demonstrates how the zoom brought life and energy to cinema decades before the zoom boom of the 1970s and reveals how the zoom continues to play a vital and often overlooked role in the production of contemporary film and television.  ",$25.35,
43020,99428644,book,paperback,The Trial,Franz Kafka,Vintage Classics,,,
43021,019516895X,book,paperback,Battle Cry of Freedom: The Civil War Era (Oxford History of the United States),James M. McPherson,Oxford University Press," Filled with fresh interpretations and information, puncturing old myths and challenging new ones, Battle Cry of Freedom will unquestionably become the standard one-volume history of the Civil War.James McPherson's fast-paced narrative fully integrates the political, social, and military events that crowded the two decades from the outbreak of one war in Mexico to the ending of another at Appomattox. Packed with drama and analytical insight, the book vividly recounts the momentous episodes that preceded the Civil War--the Dred Scott decision, the Lincoln-Douglas debates, John Brown's raid on Harper's Ferry--and then moves into a masterful chronicle of the war itself--the battles, the strategic maneuvering on both sides, the politics, and the personalities. Particularly notable are McPherson's new views on such matters as the slavery expansion issue in the 1850s, the origins of the Republican Party, the causes of secession, internal dissent and anti-war opposition in the North and the South, and the reasons for the Union's victory.The book's title refers to the sentiments that informed both the Northern and Southern views of the conflict: the South seceded in the name of that freedom of self-determination and self-government for which their fathers had fought in 1776, while the North stood fast in defense of the Union founded by those fathers as the bulwark of American liberty. Eventually, the North had to grapple with the underlying cause of the war--slavery--and adopt a policy of emancipation as a second war aim. This ""new birth of freedom,"" as Lincoln called it, constitutes the proudest legacy of America's bloodiest conflict.This authoritative volume makes sense of that vast and confusing ""second American Revolution"" we call the Civil War, a war that transformed a nation and expanded our heritage of liberty.",$15.08,4.7
43022,1409170675,book,paperback,Thirteen: The serial killer isn't on trial. He's on the jury,Steve Cavanagh,Orion (an Imprint of The Orion Publishing Group Lt,,$8.90,4.6
43023,349123799,book,paperback,Post-Truth: Peak Bullshit - and What We Can Do About It,Evan Davis,Abacus," 'A Malcolm Gladwell-style social psychology/behavioural economics primer' Evening StandardLow-level dishonesty is rife everywhere, in the form of exaggeration, selective use of facts, economy with the truth, careful drafting - from Trump and the Brexit debate to companies that tell us 'your call is important to us'. How did we get to a place where bullshit is not just rife but apparently so effective that it's become the communications strategy of our times? This brilliantly insightful book steps inside the panoply of deception employed in all walks of life and assesses how it has come to this. It sets out the surprising logic which explains why bullshit is both pervasive and persistent. Why are company annual reports often nonsense? Why should you not trust estate agents? And above all, why has political campaigning become the art of stretching the truth? Drawing on behavioural science, economics, psychology and of course his knowledge of the media, Evan ends by providing readers with a tool-kit to handle the kinds of deceptions we encounter every day, and charts a route through the muddy waters of the post-truth age.",$13.47,3.0
43024,310519314,book,paperback,Oversee God's People: Shepherding the Flock Through Administration and Delegation (Practical Shepherding Series),"Brian Croft, Bryce Butler",Zondervan," The Bible gives instruction to those called to church leadership, challenging them to shepherd God’s people by exercising oversight. But what does that mean? And how is it done in a way that is faithful to God and effective in enabling growth, individually and corporately?The Practical Shepherding series of guides provides pastors and ministry leaders with practical help to do the work of pastoral ministry in a local church. In Oversee God’s People, pastors Brian Croft and Bryce Butler unpack what the Bible teaches about administration and the necessity of delegation in congregational leadership, offering practical suggestions to improve the structures, process, and relationships among leaders in your church.",$3.99,4.8
43025,615785271,book,paperback,The Hungry 3: At the End of the World (The Sheriff Penny Miller Series) (Volume 3),"Steven W Booth, Harry Shannon",Genius Book Publishing," The Zombies are Spreading... Small town Sheriff Penny Miller and her friends Scratch, Terrill Lee, and Sheppard escaped from Nevada moments before a devastating nuclear explosion intended to eradicate the zombie plague. The Government’s plan didn’t work, and the undead are spreading fast. When Miller and her men find an abandoned hunting lodge in a remote village in Colorado, they’re hoping to steer clear of zombies, redneck survivalists, and panicked locals, and to simply ride out the winter.  Penny Miller just wants some peace and quiet, a glass of wine in front of the fireplace, and maybe some quality time with Scratch over the holidays.  Unfortunately, that isn’t Santa coming down the chimney—and this will not be a Merry Christmas. ""Zombie thrillers loaded with sex and smarts.""  —Jonathan Maberry, NYT Best Selling Author of Extinction Machine “Defines laugh-out-loud funny.”  —Bookish Brunette “From the opening line, I loved it. For a zombie fan like me, presses all the right buttons.” —Stoker winner Joe McKinney, Author of Dead City and Flesh Eaters ""The dialogue and narrative crackle, and the expressions that come out of Penny's mouth are hilarious. Great combination of action, gore, horror and humor.""  —Dana Fredsti, Author of Plague Nation",$12.99,4.4
43026,1512715867,book,paperback,Love: Expressed,"Tristan Sherwin, Jonathan Martin",WestBowPress," You may be looking at the back of this book, watching as someone else is reading it - a book entitled: Love: Expressed. And you're thinking, 'They must have issues.' So to help them out for a moment:This isn't another one of those 'self-help' manuals.This isn't a book about romance and sex, or feelings and cuddles.This isn't a guidebook offering relationship advice, giving tips on how to find 'love' and 'look after' it.In those senses, this isn't even a book about love.It's a book about life-every part of it. About how it should be lived, how it should be explored, how it should be expressed. This is a book about meaning, about life's trajectories. It's about God. It's about you. It's about them.In that sense, this is all about love. But if I could capture here what I mean by 'love' in that sense, I wouldn't have needed to write a book.""Tristan Sherwin has written a smart and beautiful book showing us that Jesus Christ is the love of God expressed as a human life. This is the life we are called to imitate; this life of love is what we are made for.""-Brian Zahnd; Author of A Farewell To Mars""Refreshing, authentic, inspiring, and yet practical-Tristan is a breath of fresh air.""-Jeff Lucas; Author, International Speaker, Broadcaster""Love: Expressed is a work of dirt-under-your-fingers spirituality.""-Jonathan Martin; Author of Prototype",$19.95,5.0
43027,226182037,book,paperback,Scorsese by Ebert,"Roger Ebert, Martin Scorsese",University Of Chicago Press," Roger Ebert wrote the first film review that director Martin Scorsese ever received—for 1967’s I Call First, later renamed Who’s That Knocking at My Door—creating a lasting bond that made him one of Scorsese’s most appreciative and perceptive commentators. Scorsese by Ebert offers the first record of America’s most respected film critic’s engagement with the works of America’s greatest living director, chronicling every single feature film in Scorsese’s considerable oeuvre, from his aforementioned debut to his 2008 release, the Rolling Stones documentary Shine a Light.In the course of eleven interviews done over almost forty years, the book also includes Scorsese’s own insights on both his accomplishments and disappointments. Ebert has also written and included six new reconsiderations of the director’s less commented upon films, as well as a substantial introduction that provides a framework for understanding both Scorsese and his profound impact on American cinema.""Given their career-long back-and-forth, this collection makes perfect sense. . . . In these reconsiderations, Ebert invites us into his thought processes, letting us see not just what he thinks, but how he forms his opinions. Ebert’s insights into Scorsese are terrific, but this book offers the bonus of further insights into Ebert himself.""—Time Out Chicago""Ebert, film critic for the Chicago Sun-Times, is an unabashed fan of Scorsese, whom he considers ‘the most gifted director of his generation.’ . . . Of special note are interviews with Scorsese over a 25-year period, in which the director candidly discusses his body of work.""—Publishers Weekly",$13.45,4.3
43028,1516866746,book,paperback,Adult Coloring Book: Butterflies and Flowers :  Stress Relieving Patterns (Volume 7),Cherina Kohey,CreateSpace Independent Publishing Platform," Important Note : This book Exclusively for Amazon Prime. If you found any seller sell lower price than Amazon Prime.It's not my book with rights. Love Cherina Kohey Coloring time is calming time! This is my special coloring book. It’s perfect gift for the “Butterflies and Flowers”. You will found 30 designs of different dimension of butterflies and flowers such as cute butterflies, art butterflies, creative butterflies, graphic butterflies and etc. range in complexity from beginner to expert-level. Let’s join millions of adults all around the world who are rediscovering the simple relaxation and joy of coloring!. Please enjoys!!",$5.99,4.5
43029,1430265477,book,paperback,Beginning Android 3D Game Development,Robert Chin,Apress,,,
43030,470608293,book,paperback,Guide to the LEED Green Associate Exam (Wiley Series in Sustainable Design),Michelle Cottrell,Wiley,,,
43031,77179544,book,paperback,How to Get a Job You Love 2017-2018,John Lees,"McGraw-Hill Inc.,US",,,
43032,1446791114,book,paperback,For The Love Of Parsley. A Guide To Your Rabbit'S Most Common Behaviours,Samantha Rodriguez Benitez,lulu.com," A guide to your rabbit's most common behaviours. No frills, no pictures just the key to your rabbit's happiness. Read it all or just what you need and arm yourself with the basics. Help reduce the 1000's of rabbits given up annually to welfare centres, charities and Rspca branches in the Uk and worldwide. Debunk common rabbit myths, learn about your rabbit's behaviour and help raise the welfare of the Uk's 3rd most popular pet! If your rabbit had thumbs they'd have written this themselves.",$6.04,5.0
43033,752490826,book,paperback,Bloody British History: Brighton (Bloody History),David J. Boyne,The History Press," Vikings, Saxons and pirates! Burned in a barrel of tar! Brighton’s historical horrors revealed! Rioting rockers, seditious suffragettes and two terrible trunk murders! Strike! Barbarity at the Battle of Lewes Rd! Sweeter than poison: The true story of a Brighton femme fatale! Strafed by Nazi machine-gunners: The true story of the Brighton blitz! Containing more than 60 illustrations and two thousand years of history, here is the terrible true story of Brighton, once dubbed ‘The Queen of Slaughtering Places!’",$13.98,
43034,141439475,book,paperback,Frankenstein (Penguin Classics),"Mary Shelley, Maurice Hindle",Penguin Classics,,,
43035,1632694395,book,paperback,God of Dreams: Understanding the Meaning and Significance of Dreaming,Archie W.N. Roy PhD,Deep River Books LLC," God gives dreams during critical and dangerous times, often arriving at pivotal moments in the flow of human history. If we can understand God’s dealings with humanity through dreams, we are better positioned to understand His will for us today. God of Dreams offers in-depth treatment of all types of dreamers and dreams, particularly the dreamers in scripture and their unique purpose in God’s plan. Author and doctor of psychology Archie W.N. Roy, PhD investigates dream interpreting and its biblical context. In God of Dreams, Roy focuses on dream language and symbol― their relationship to various kinds of dreams―and why we have dreams. He considers the insights we can gain from the modern day psychoanalysts, as well as from famous Christian dreamers such as John Newton, John Paul Jackson and Jackie Pullinger. He also critiques recent Christian writing which he feels has gone too far in its uncritical embrace of analytical psychology. We live in a different time from the days recorded in the Old Testament. We have received more revelation, especially regarding God’s grace and the way of salvation by means of the new covenant. But are we also not living in a time of critical junctures and pivotal moments? There is a place for listening to God’s dreams in these present times of turbulent change. We should listen to what He says through all His means, including dreams, and take action. The intended readership includes: the general Christian public interested in dreams, visions and the prophetic; Christian academics and theologians; bible college students; Christian students interested in dreams and Depth Psychology.",$10.87,4.5
43036,800724453,book,paperback,Thunder: A Novel (Stone Braide Chronicles),Bonnie S. Calhoun,Revell," In post-apocalyptic America, Selah Chavez is crouched in long grass on a shore littered with the rusted metal remnants of a once-great city. It is the day before her eighteenth Born Remembrance, and she is hunting, though many people refuse to eat animal flesh, tainted by radiation during the Time of Sorrows. What Selah's really after are Landers, mysterious people from a land across the big water who survive the delirium-inducing passage in small boats that occasionally crash against the shoreline. She knows she should leave the capture to the men, but Landers bring a good price from the Company and are especially prized if they keep the markings they arrive with.Everything falls to pieces when the Lander Selah catches is stolen by her brothers--and Selah wakes up the next morning to find the Lander's distinctive mark has suddenly appeared on her own flesh. Once the hunter, Selah is now one of the hunted, and she knows only one person who can help her--Bohdi Locke, the Lander her brothers hope to sell.With evocative descriptions of a strange new world that combines elements of scientific advances, political intrigue, and wilderness survival, Bonnie S. Calhoun weaves a captivating tale of a world more like our own than we may want to admit.",$12.22,4.1
43037,1626392420,book,paperback,Betting on Love,Alyssa Linn Palmer,Bold Strokes Books," Land poor, Elly leaves the family farm and heads to the big city to become something better than a waitress in a small-town diner. Though she’s succumbed to economic necessity and the siren song of her one-time lover, Alex, she can’t bear to give up the farm that has been in her family for generations. As much as she wants to, she can’t have everything she desires, and she’ll have to decide what is more important: the past or the future.Alex has always been a daredevil, up for anything, never tying herself down to anyone. When she falls head over heels for quiet Elly, everyone’s surprised, no one more than her best friend and occasional lover, Will. As things heat up between them, Elly must choose between her past and her future, and Alex is faced with a decision that will shake her to the core of all she holds dear.",$16.95,3.8
43038,1499590261,book,paperback,Great Expectations: Original and Unabridged,Charles Dickens,CreateSpace Independent Publishing Platform," This edition contains the original and unabridged text of Great Expectations by Charles Dickens. Great Expectations is a coming-of-age novel, and it is a classic work of Victorian literature. It depicts the growth and personal development of an orphan named Pip. Dickens felt Great Expectations was his best work, calling it “a very fine idea”. Great Expectations has become very popular and is now taught as a classic in many English classes. Great Expectations is set among the marshes of Kent and in London in the early to mid-1800s. It is a graphic book, full of extreme imagery, poverty, prison ships, “the hulks,” barriers and chains, and fights to the death. It combines intrigue and unexpected twists of autobiographical detail. The novel reflects the events of the time, Dickens' concerns, and the relationship between society and man. Dickens originally intended Great Expectations to be twice as long. Collected and dense, with a conciseness unusual for Dickens, the novel represents Dickens' peak and maturity as an author. According to G. K. Chesterton, Dickens penned Great Expectations in ""the afternoon of [his] life and fame."" The novel has a colourful cast that has entered popular culture: the capricious Miss Havisham, the cold and beautiful Estella, Joe the kind and generous blacksmith, the dry and sycophantic Uncle Pumblechook, Mr. Jaggers, Wemmick with his dual personality, and the eloquent and wise friend, Herbert Pocket. Throughout the narrative, typical Dickensian themes emerge: wealth and poverty, love and rejection, and the eventual triumph of good over evil.",$13.99,4.2
43039,671612972,book,paperback,Five Lessons: The Modern Fundamentals of Golf,"Ben Hogan, Herbert Warren Wind, Anthony Ravielli",Touchstone," A timeless classic with nearly one million copies in print, Ben Hogan’s Five Lessons outlines the building blocks of winning golf from one of the all-time masters of the sport—fully illustrated with drawings and diagrams to improve your game instantly.Ben Hogan, one of the greatest golfers in the history of the sport, believed that any golfer with average coordination can learn to break eighty—if one applies oneself patiently and intelligently. With the techniques revealed in this classic book, you can learn how to make your game work from tee to green, step-by-step and stroke by stroke.  In each chapter, a different experience-tested fundamental is explained and demonstrated with clear illustrations—as though Hogan were giving you a personal lesson with the same skill and precision that made him a legend. Whether you’re a novice player or an experienced pro, Ben Hogan’s Five Lessons is a must-have reference for anyone who knows that fundamentals are where champions begin.",$10.20,4.8
43040,544227735,book,paperback,The Autistic Brain: Helping Different Kinds of Minds Succeed,"Temple Grandin, Richard Panek",Mariner Books,,,
43041,1633570916,book,paperback,As A Shield: Davis Morgan Mystery,Danny and Wanda Pelfrey,Crosslink Publishing," A STORY OF SUSPENSE ABOUT FINDING CONFIDENCE IN THE FACE OF ADVERSITY! Davis Morgan, having left the ministry after the death of his wife, Julie, returns to his hometown of Adairsville Georgia where he operates a used and rare bookstore while also serving as chaplain of the police department. He and Charley, a young policeman, after discovering the body of a tattooed man find themselves in a serious battle to bring to justice two strange villains who are threatening the safety of Davis's daughter. While all of this is unfolding, Davis is struggling with trying to interpret his relationship with a young history teacher who happens to be his daughter's roommate. Safety even despite threats, the kidnapping of the woman with whom he is falling in love, the attempted murder of his future son-in-law and a crash landing in the mountains underscores for Davis the truth of Psalm 5:12, ""For surely, O Lord, you bless the righteous; you surround them with your favor as with a shield.""",$12.16,4.3
43042,1519166672,book,paperback,A Dirty Game Of Karma,Keyandra Edmondson,CreateSpace Independent Publishing Platform," Meet Cherish, an eighteen year old girl from Atlanta, Ga, who’s in her last year of high school. While trying to keep her grades up, Cherish struggles through everyday life trying to make ends meet for her one year old daughter Armani. The only person she can count on is her cousin and best friend, Shaunie, who has been by her side since day one. Nicole an old classmate comes along, offering Cherish and Shaunie a job working at a strip club. They jump at it, knowing they would be making money and Cherish wouldn’t have to worry about anything when it comes to Armani. Cherish meets a guy named Cali, he sweeps her off her feet and put her and Shaunie onto making more money than they were at strip club. It all seem to be looking up for them until things take turn for the worst when Shaunie starts to envy Cherish because she wants Cali for",$7.63,3.9
43043,3404175107,book,paperback,Ostseejagd,Eva AlmstÃ¤dt,LÃ¼bbe," ""Lieber Jäger, lass mich leben, will dir meine Schwester geben..."" In einem Badeort an der Ostsee entdeckt ein Hotelbesitzer am Strand eine Leiche. Das Gesicht der Toten ist unkenntlich, niemand scheint sie zu vermissen. Kurz darauf stolpert eine Jägerin im Wald über ein menschliches Skelett. Gibt es einen Zusammenhang zwischen den beiden Toten? Und welche Rolle spielen die zwei Schwestern, die mit einem Kind zurückgezogen auf einem Bauernhof leben? Pia Korittki, die in Lübeck von einem Stalker bedroht wird, übernimmt den Fall und zieht vorübergehend an den Ort der Ermittlungen, um aus der ""Schusslinie"" zu sein. Eine Entscheidung, die sich als folgenschwer erweist... Ein neuer Fall für Kommissarin Pia Korittki - der zwölfte Band der erfolgreichen Ostseekrimi-Reihe von Bestsellerautorin Eva Almstädt!",$17.39,4.6
43044,1846943299,book,paperback,The Audible Life Stream: Ancient Secret of Dying While Living,Alistair Conwell,O Books," The Audible Life Stream, or Primordial Sound Current, is the all-pervasive universal consciousness within everyone. Few realise there is credible evidence indicating that Jesus, Buddha, Krishna, and so on, all perfected the meditative technique of turning their attention inwards, thereby merging with the Audible Life Stream, to become adepts of dying while living. This is the first book to provide convincing evidence of the Audible Life Stream and emphasise the importance of it to every human being, since none of us can escape the clutches of the Lord of Death. This unique book provides evidence of the Audible Life Stream from a variety of sources, including, testimonials of near-death experiences and out-of-body experiences from people in USA, UK and Australia; excerpts from major religious texts; simply explained quantum physics principles; and independent anecdotes from the increasingly popular field of sound/music therapy.",$14.70,4.1
43045,1593275854,book,paperback,If Hemingway Wrote JavaScript,Angus Croll,No Starch Press,,,
43046,1304709329,book,paperback,Kiss and Tell: My Life in the Personals,David Tell,lulu.com," A confessional-memoir-a fictionalized, outlandish, fabulistic, quasi-autobiographical account of the author's dating and sex life over 18 years. The babes, the wackos, the wives, the friends-with-benefits, the ""other women,"" the booty calls. Like ""He's Just Not That Into You,"" it offers women essential insight into the way men's minds work-what their agenda is, how they dissemble, the tactics and m.o.'s they employ. Men will vicariously enjoy the author's escapades, while also benefiting from the lessons of this cautionary tale.",$15.95,3.0
