,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
3011,022651336X,book,hardcover,The Moral Conflict of Law and Neuroscience,Peter A. Alces,University Of Chicago Press,,,
3012,0375856390,book,hardcover,Have You Seen My Dinosaur? (Beginner Books(R)),"Jon Surgal, Joe Mathieu",Random House Books for Young Readers," How do you find a missing dinosaur who’s large and green and likes to roar? When a little boy’s dinosaur decides to play hide-and-seek, he is surprisingly difficult to track down. Veteran illustrator Joe Mathieu’s dinomite illustrations and Jon Surgal’ s saur-ing verse will have kids roaring with laughter as they romp through this funny rhyming Beginner Book.Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.",$9.33,4.8
3013,0718184289,book,hardcover,How It Works: The Student (Ladybirds for Grown-Ups),"Jason Hazeley, Joel Morris",Michael Joseph," The PERFECT GIFT for anyone yet to know the meaning of the words 'hard work'. __________________________________ This is a student. He is leaving home for the first time. By the time he graduates, he will be grown-up: exhausted, hideously in debt and unable to imagine going to bed sober. __________________________________ Reynard has brought everything he needs for his first year. He unpacks his fancy-dress costumes, his four-way extension leads, his pair of pants and all his didgeridoos. By doing front, back, inside-out front, inside-out back, and using Febreze and Imodium, he plans to make his pants last until half term. __________________________________ This delightful book is part of a series of Ladybird books which have been specially planned to help grown-ups with the world about them. The large clear script, the careful choice of words, the frequent repetition and the thoughtful matching of text with pictures all enable grown-ups to think they have taught themselves to cope. Featuring original Ladybird artwork alongside brilliantly funny, brand new text. Other titles in the Ladybirds for Grown Ups series: How it Works: The Cat How it Works: The Dog How it Works: The Grandparent The Ladybird Book of the Meeting The Ladybird Book of Red Tape The Ladybird Book of the People Next Door The Ladybird Book of the Sickie The Ladybird Book of the Zombie Apocalypse How it Works: The Husband How it Works: The Wife How it Works: The Mum How it Works: The Dad The Ladybird Book of the Mid-Life Crisis The Ladybird Book of the Hangover The Ladybird Book of Mindfulness The Ladybird Book of the Shed The Ladybird Book of Dating The Ladybird Book of the Hipster",$5.86,4.0
3014,1583335870,book,hardcover,The Plantpower Way: Whole Food Plant-Based Recipes and Guidance for The Whole Family,"Rich Roll, Julie Piatt",Avery," A transformative family lifestyle guide on the power of plant-based eating—with 120 recipes—from world-renowned vegan ultra-distance athlete Rich Roll and his chef wife Julie Piatt Created by renowned vegan ultra-distance athlete and high-profile wellness advocate Rich Roll and his chef wife Julie Piatt, The Plantpower Way shares the joy and vibrant health they and their whole family have experienced living a plant-based lifestyle. Bursting with inspiration, practical guidance, and beautiful four-color photography, The Plantpower Way has more than 120 delicious, easy-to-prepare whole food recipes, including hearty breakfasts, lunches, and dinners, plus healthful and delicious smoothies and juices, and decadent desserts.But beyond the plate, at its core, The Plantpower Way is a plant-centric lifestyle primer that finally provides the modern family with a highly accessible roadmap to long-term wellness and vibrant body, mind, and spirit health. The Plantpower Way is better than a diet: It's a celebration of a delicious, simple, and sustainable lifestyle that will give families across the country a new perspective and path to living their best life.",$22.99,4.6
3015,1634502302,book,hardcover,"The Cannabis Spa at Home: DIY Marijuana-Based Lotions, Massage Oils, Ointments, Bath Salts, Spa Nosh, and More",Sandra Hinchliffe,Skyhorse Publishing," The First Book to Bring Together Spa, Cannabis, and Herbal Healing(Check out Sandra's new companion volume, High Tea: Gracious Cannabis Tea-Time Recipes for Every Occasion to accompany your purchase of this book! )The Cannabis Spa at Home contains more than seventy-five cannabis spa recipes free of preservatives and major allergens that can be prepared in the home kitchen or professional spa with wholesome herbal ingredients.Cannabis spa isn't new--cannabis has been used for thousands of years for external use in the traditional health practices of Eastern cultures. In locations where cannabis has renewed legal status today, cannabis spa potions such as lotions, salves, poultices, scrubs, and baths are being rediscovered as a healthy alternative for managing pain, soothing irritated skin, and enhancing the spa experience.In The Cannabis Spa at Home, you'll discover which spa preparations provide local healing--and which have potential for a more euphoric experience. You'll also learn how to make:Refrigerated and shelf-stable cannabis lotions, creams, balms, and masksEmulsions, cannabis base oils, cannabis herbal poultices, aromatherapy essence water, cannabis bath salts, and foot and hand soaksEdible treats such as luscious spa nosh, hemp smoothies, and cannabis bhang",$11.55,4.3
3016,1405273399,book,hardcover,Disney Minnie Annual 2015,No Author,Egmont Books Ltd," The Minnie Annual 2015 is full of all things little girls love - fashion, cute pets and having fun with friends! It features fashion-themed activities and the story of the grand opening of Minnie's amazing Bow-tique fashion shop. There are friends-themed puzzles and stories about Minnie, Mickey, Donald and Daisy and pets-themed activities and games featuring super-cute animals. So come and join polka-dotted Minnie Mouse and all her friends in the Minnie Annual 2015!",$29.02,
3017,1419721194,book,hardcover,The Boy with 17 Senses,Sheila Grau,Amulet Books," Every resident of the planet Yipsmix has synesthesia—they don’t just hear sounds; they see and taste them, too. On this unusual planet, poor Jaq Rollop must save his family’s farm. To do so, Jaq is forced to sell his beloved pet and only friend. Trusting and na.ve, Jaq gets swindled into trading his pet for a seemingly worthless key. But then something very strange happens. The key leads Jaq through a wormhole to a terrifying and magical land full of riches, overwhelming sensations, and giants. The name of this frightening land? Earth. This clever middle-grade fantasy will appeal to fans of the Sisters Grimm, A Tale Dark & Grimm, and the Land of Stories series.",$16.95,4.6
3018,1118314441,book,hardcover,Supply Chain Transformation: Practical Roadmap to Best Practice Results (Wiley Corporate F&A),Richard Sherman,Wiley," Achieve best practices in supply chain management Much is being written about global supply chain and sourcingoptions emerging in today's marketplace. Transforming supply chainmanagement to achieve operations excellence is a mandate for manycompanies globally. Supply Chain Transformation walks youthrough this potentially difficult process and gets you started onthe journey. Much more than just a how-to book, it's a why-to bookthat is as compelling for any business person as it is for supplychain management professionals. This book provides an invaluableroad map to companies looking to transform their supply chains andorganizations to achieve best practice results, beginning withguidance on how to make the case for change. Change is inevitable;growth is optional.Includes real world cases and illustrationsOffers a step-by-step road map to transforming your supplychainExplains how to obtain ""senior management"" commitment totransformationCovers sourcing, production, and logistics process integrationpoints with product development, marketing, sales, and financeprocesses as well as emerging technologies (RFID, Cloud computing,telematics, ERP, GPS/LBS & others)One of the biggest hurdles to supply chain transformation isovercoming a culture that is resistant to change. Supply ChainTransformation helps you understand the cultural resistance andevaluate where change is needed most, and then develop the gameplan for overcoming resistance to achieve best practiceresults.",$30.00,4.8
3019,1439103186,book,hardcover,My Infamous Life: The Autobiography of Mobb Deep's Prodigy,"Albert Prodigy"" Johnson"," Laura Checkoway"""," From one of the greatest rappers of all time, a memoir about a life almost lost and a revealing look at the dark side of hip hop’s Golden Era . . . In this often violent but always introspective memoir, Mobb Deep’s Prodigy tells his much anticipated story of struggle, survival, and hope down the mean streets of New York City. For the first time, he gives an intimate look at his family background, his battles with drugs, his life of crime, his relentless suffering with sickle-cell anemia, and much more. Recently released after serving three and a half years in state prison due to what many consider an unlawful arrest by a rumored secret NYPD hip hop task force, Prodigy is ready to talk about his life as one of rap’s greatest legends. My Infamous Life is an unblinking account of Prodigy’s wild times with Mobb Deep who, alongside rappers like Nas, The Notorious B.I.G., Tupac Shakur, Jay-Z, and Wu-Tang Clan, changed the musical landscape with their vivid portrayals of early ’90s street life. It is a firsthand chronicle of legendary rap feuds like the East Coast–West Coast rivalry; Prodigy’s beefs with Jay-Z, Nas, Snoop Dogg, Ja Rule, and Capone-N-Noreaga; and run-ins with prodigal hit makers and managers like Puff Daddy, Russell Simmons, Chris Lighty, Irv Gotti, and Lyor Cohen. Taking the reader behind the smoke-and-mirrors glamour of the hip hop world, so often seen as the only way out for those with few options, Prodigy lays down the truth about the intoxicating power of money, the meaning of true friendship and loyalty, and the ultimately redemptive power of self. This is the heartbreaking journey of a child born in privilege, his youth spent among music royalty like Diana Ross and Dizzy Gillespie, educated in private schools, until a family tragedy changed everything. Raised in the mayhem of the Queensbridge projects, Prodigy rose to the dizzying heights of fame and eventually fell into the darkness of a prison cell. A truly candid memoir, part fearless confessional and part ode to the concrete jungles of New York City, My Infamous Life is written by a man who was on the front line of the last great moment in hip hop history and who is still fighting to achieve his very own American Dream.",,4.5
3020,3037610573,book,hardcover,Miroslav Sik,Heinz Wirz,Quart Verlag Luzern,,,
3021,022634469X,book,hardcover,Henry David Thoreau: A Life,Laura Dassow Walls,University Of Chicago Press," “Walden. Yesterday I came here to live.” That entry from the journal of Henry David Thoreau, and the intellectual journey it began, would by themselves be enough to place Thoreau in the American pantheon. His attempt to “live deliberately” in a small woods at the edge of his hometown of Concord has been a touchstone for individualists and seekers since the publication of Walden in 1854.   But there was much more to Thoreau than his brief experiment in living at Walden Pond. A member of the vibrant intellectual circle centered on his neighbor Ralph Waldo Emerson, he was also an ardent naturalist, a manual laborer and inventor, a radical political activist, and more. Many books have taken up various aspects of Thoreau’s character and achievements, but, as Laura Dassow Walls writes, “Thoreau has never been captured between covers; he was too quixotic, mischievous, many-sided.” Two hundred years after his birth, and two generations after the last full-scale biography, Walls restores Henry David Thoreau to us in all his profound, inspiring complexity.   Walls traces the full arc of Thoreau’s life, from his early days in the intellectual hothouse of Concord, when the American experiment still felt fresh and precarious, and “America was a family affair, earned by one generation and about to pass to the next.” By the time he died in 1862, at only forty-four years of age, Thoreau had witnessed the transformation of his world from a community of farmers and artisans into a bustling, interconnected commercial nation. What did that portend for the contemplative individual and abundant, wild nature that Thoreau celebrated?   Drawing on Thoreau’s copious writings, published and unpublished, Walls presents a Thoreau vigorously alive in all his quirks and contradictions: the young man shattered by the sudden death of his brother; the ambitious Harvard College student; the ecstatic visionary who closed Walden with an account of the regenerative power of the Cosmos. We meet the man whose belief in human freedom and the value of labor made him an uncompromising abolitionist; the solitary walker who found society in nature, but also found his own nature in the society of which he was a deeply interwoven part. And, running through it all, Thoreau the passionate naturalist, who, long before the age of environmentalism, saw tragedy for future generations in the human heedlessness around him.   “The Thoreau I sought was not in any book, so I wrote this one,” says Walls. The result is a Thoreau unlike any seen since he walked the streets of Concord, a Thoreau for our time and all time.  ",$26.16,4.6
3022,1682612589,book,hardcover,Joanne Trattoria Cookbook: Classic Recipes and Scenes from an Italian-American Restaurant,"Joe Germanotta, Lady Gaga, Wenonah Hoye",Post Hill Press," A collection of recipes and anecdotes, inspired by the world famous restaurant Joanne Trattoria, owned by Joe Germanotta, father of Lady Gaga.Family, food, and love are the foundation upon which Joe and Cynthia Germanotta raised their daughters. Built on those same principles, the Germanottas family-run restaurant is world-renowned for its vibrant hospitality, delicious Southern Italian fare, and warm familial atmosphere. Named in honor of Joe’s sister who died of Lupus three months shy of her 20th birthday, Joanne Trattoria is more than a neighborhood restaurant; it is a mecca for Lady Gaga fans, a frequent gathering place for celebrities and notable New Yorkers, and a home to its faithful regulars and devoted staff.     In his debut cookbook, Joe shares a mix of time-tested family recipes and house favorites—such as Joanne’s Meatballs, Papa G’s Chicken Scarpariello, and the unforgettable Nutellasagna—and for the first time recounts his inspirational story of fulfilling his lifelong dream of opening his own restaurant. With never-before released family photos, heartwarming testimonials and entertaining anecdotes from the extended Joanne family, as well as a moving foreword by the Germanottas’ older daughter, Golden Globe®- and six-time Grammy®-winning, Academy Award-nominated global icon Lady Gaga, Joanne Trattoria Cookbook: Classic Recipes and Scenes from an Italian-American Restaurant will delight both fans and foodies alike.         ",$15.20,4.3
3023,1772263109,book,hardcover,The Adventures of Tom Sawyer (1000 Copy Limited Edition),Twain,Engage Books,,,
3024,1847922279,book,hardcover,The Knowledge: How to Rebuild our World from Scratch,Lewis Dartnell,Bodley Head,,,4.2
3025,0525477314,book,hardcover,The Unresolved,T. K. Welsh,Dutton Juvenile," In 1904 New York City, the spirit of a deceased German American teenage girl searches for the person responsible for the General Slocum steamboat fire that claimed her life and the lives of more than one thousand other passengers.",$16.97,4.6
3026,3770729420,book,hardcover,"Der kleine KÃ¶nig - Gute Nacht, Freunde",Hedwig Munck,Ellermann Heinrich Verla,,$8.77,
3027,1324000910,book,hardcover,"Losing the Nobel Prize: A Story of Cosmology, Ambition, and the Perils of Science's Highest Honor",Brian Keating,W. W. Norton & Company,,,
3028,125019668X,book,hardcover,Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier,Henry Holt and Co.," A timely call-to-arms from a Silicon Valley pioneer.You might have trouble imagining life without your social media accounts, but virtual reality pioneer Jaron Lanier insists that we’re better off without them. In Ten Arguments for Deleting Your Social Media Accounts Right Now, Lanier, who participates in no social media, offers powerful and personal reasons for all of us to leave these dangerous online platforms.Lanier’s reasons for freeing ourselves from social media’s poisonous grip include its tendency to bring out the worst in us, to make politics terrifying, to trick us with illusions of popularity and success, to twist our relationship with the truth, to disconnect us from other people even as we are more “connected” than ever, to rob us of our free will with relentless targeted ads. How can we remain autonomous in a world where we are under continual surveillance and are constantly being prodded by algorithms run by some of the richest corporations in history that have no way of making money other than being paid to manipulate our behavior? How could the benefits of social media possibly outweigh the catastrophic losses to our personal dignity, happiness, and freedom? Lanier remains a tech optimist, so while demonstrating the evil that rules social media business models today, he also envisions a humanistic setting for social networking that can direct us toward a richer and fuller way of living and connecting with our world.",$12.23,4.0
3029,1910777862,book,hardcover,"Much Embarrassed: Civil War, Intelligence and the Gettysburg Campaign (Wolverhampton Military Studies)",George Donne,Helion and Company," Before the first shots were fired at Gettysburg - for many, the most significant engagement of the American Civil War - a private battle had been raging for weeks. As the Confederate Army marched into Union territory, the Federal Forces desperately sought to hunt them down before they struck at any of the great cities of the North. Whoever could secure accurate information on their opponent would have a decisive advantage once the fighting started. When the two armies finally met on the morning of 1 July 1863 their understanding of the prevailing situation could not have been more different. While the Rebel Third Corps was expecting to brush away a group of local militia guarding the town, the Federal I Corps was preparing itself for a major battle. For three brutal days, the Rebel Army smashed at the Union troops, without success. The illustrious Confederate General Robert E. Lee would lose a third of his army and the tide of the rebellion would begin its retreat. Robert Lee himself would begin the argument on the contribution of military intelligence to his defeat by seeking to blame his cavalry. Generations of historians would debate into what factors played a decisive role, but no one has sought to explore the root of how the most able General of his era could have left himself so vulnerable at the climax of such a vital operation. Much Embarrassed investigates how the Confederate and Union military intelligence systems had been sculpted by the preceding events of the war and how this led to the final outcome of the Gettysburg Campaign. While the success of the Confederate strategy nurtured a fundamental flaw in their appreciation of intelligence, recurrent defeat led the Federal Army to develop one of the most advanced intelligence structures in history. Lee was right to highlight the importance of military intelligence to his failure at Gettysburg, but he would never appreciate that the seeds of his defeat had been sown long before.",$45.93,4.0
3030,0674050185,book,hardcover,"Lincoln's Tragic Pragmatism: Lincoln, Douglas, and Moral Conflict",John Burt,Belknap Press," In 1858, challenger Abraham Lincoln debated incumbent Stephen Douglas seven times in the race for a U.S. Senate seat from Illinois. More was at stake than slavery in those debates. In Lincoln’s Tragic Pragmatism, John Burt contends that the very legitimacy of democratic governance was on the line. In a United States stubbornly divided over ethical issues, the overarching question posed by the Lincoln-Douglas debates has not lost its urgency: Can a liberal political system be used to mediate moral disputes? And if it cannot, is violence inevitable?As they campaigned against each other, both Lincoln and Douglas struggled with how to behave when an ethical conflict as profound as the one over slavery strained the commitment upon which democracy depends―namely, to rule by both consent and principle. This commitment is not easily met, because what conscience demands and what it is able to persuade others to consent to are not always the same. While Lincoln ultimately avoided a politics of morality detached from consent, and Douglas avoided a politics of expediency devoid of morality, neither found a way for liberalism to mediate the conflict of slavery.That some disputes seemed to lie beyond the horizon of deal-making and persuasion and could be settled only by violence revealed democracy’s limitations. Burt argues that the unresolvable ironies at the center of liberal politics led Lincoln to discover liberalism’s tragic dimension―and ultimately led to war. Burt’s conclusions demand reevaluations of Lincoln and Douglas, the Civil War, and democracy itself.",$42.97,4.0
3031,1630515795,book,hardcover,Jung`s Red Book for Our Time: Searching for Soul Under Postmodern Conditions Volume 2,"Murray Stein, Thomas Arzt",Chiron Publications," Edited by Murray Stein and Thomas Arzt, the essays in the series Jung's Red Book for Our Time: Searching for Soul under Postmodern Conditions are geared to the recognition that the posthumous publication of The Red Book: Liber Novus by C. G. Jung in 2009 was a meaningful gift to our contemporary world.""To give birth to the ancient in a new time is creation,"" Jung inscribed in his Red Book. The essays in this volume continue what was begun in Volume 1 of Jung's Red Book for Our Time: Searching for Soul under Postmodern Conditions by further contextualizing The Red Book culturally and interpreting it for our time. It is significant that this long sequestered work was published during a period in human history marked by disruption, cultural disintegration, broken boundaries, and acute anxiety. The Red Book offers an antidote for this collective illness and can be seen as a link in the aurea catena, the ""golden chain"" of spiritual wisdom extending down through the ages from biblical times, ancient Greek philosophy, early Christian and Jewish Gnosis, and alchemy. The Red Book is itself a work of creation that gives birth to the old in a new time.This is the second volume of a three-volume series set up on a global und multicultural level and includes essays from the following distinguished Jungian analysts and scholars: - Murray Stein and Thomas Arzt Introduction- John Beebe The Way Cultural Attitudes are Developed in Jung's Red Book - An ""Interview""- Kate Burns Soul's Desire to become New: Jung's Journey, Our Initiation- QiRe Ching Aging with The Red Book- Al Collins Dreaming The Red Book Onward: What Do the Dead Seek Today?- Lionel Corbett  The Red Book as a Religious d104- John Dourley Jung, the Nothing and the All- Randy Fertel Trickster, His Apocalyptic Brother, and a World's Unmaking: An Archetypal Reading of Donald Trump- Noa Schwartz Feuerstein India in The Red Book Overtones and Undertones- Grazina Gudaite Integrating Horizontal and Vertical Dimensions of Experience under Postmodern Conditions- Lev Khegai The Red Book of C.G. Jung and Russian Thought- Günter Langwieler A Lesson in Peacemaking: The Mystery of Self-Sacrifice in The Red Book- Keiron Le Grice The Metamorphosis of the Gods: Archetypal Astrology and the Transforma-tion of the God-Image in The Red Book- Ann Chia-Yi Li The Receptive and the Creative: Jung's Red Book for Our Time in Light of Daoist Alchemy- Romano Màdera The Quest for Meaning after God's Death in an Era of Chaos- Joerg Rasche On Salome and the Emancipation of Woman in The Red Book- J. Gary Sparks Abraxas: Then and Now- David Tacey The Return of the Sacred in an Age of Terror- Ann Belford Ulanov Blundering into the Work of Redemption",$75.00,5.0
3032,3462045733,book,hardcover,Tigermilch,Stefanie de Velasco,Kiepenheuer & Witsch GmbH," Book is in very good condition, binding is tight and the pages are clean - no writing, highlights or marks at all. Front and back covers are also in very good condition. Dust jacket is clean and shows minimal wear. This is a well cared for book.",$20.01,5.0
3033,1633532933,book,hardcover,Tortitude: The BIG Book of Cats with a BIG Attitude,Ingrid King,Passion Fruit Press," Explore the wonderful world of tortoiseshell cats and tortoiseshell cat behaviorTortie cat behavior: With about 2 million tortoiseshell cats in the United States, these special felines tend to be strong-willed, a bit hot-tempered, and often very possessive of their humans. Other words used to describe torties are fiercely independent, feisty and unpredictable. In Tortitude: The BIG Book About Cats With a BIG Attitude, cat expert Ingrid King (The Conscious Cat) brings her professional and personal experience to explore why these cats are so special. With expert insights combined with stunning photography and passages dedicated to the cats and their passionate guardians, King offers a new perspective on these exceptional cats.",$13.56,4.1
