,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
10,1599906953,book,hardcover,Throne of Glass,Sarah J. Maas,Bloomsbury USA Childrens," After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin. Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for three years and then be granted her freedom. Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilirating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her... but it's the gruff Captain Westfall who seems to understand her best.Then one of the other contestants turns up dead... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined.",$10.99,4.5
11,9176374408,book,hardcover,Importance of Being Earnest (Wisehouse Classics Edition) (2016),Oscar Wilde,Wisehouse Classics,,,
12,3462046543,book,hardcover,"Ein Laden, der GlÃ¼ck verkauft",Beth Hoffman,Kiepenheuer & Witsch Gmbh,,$24.89,
13,0262035219,book,hardcover,Free Innovation (MIT Press),Eric von Hippel,The MIT Press,,,
14,0735214468,book,hardcover,In Trump We Trust: E Pluribus Awesome!,Ann Coulter,Sentinel," Donald Trump won the presidency by being a one-man wrecking ball against our dysfunctional and corrupt establishment. Now Ann Coulter, with her unique insight, candor, and sense of humor, makes the definitive case for why we should all join his revolution. The media have twisted themselves in knots, trying to grasp how Donald Trump won over millions of Americans and what he'll be like as president. But Ann Coulter isn't puzzled. She knows why Trump was the only one of seventeen GOP contenders who captured the spirit of our time. She gets the power of addressing the pain of the silent majority and saying things the ""PC Thought Police"" considers unspeakable. She argues that a bull in the china shop is exactly what we need to make America great again. In this powerful book, Coulter explains why conservatives, moderates, and even disgruntled Democrats should set aside their doubts and embrace Trump:·He's putting America first in our trade deals and alliances, rather than pandering to our allies and enemies.·He's abandoned the GOP's decades-long commitment to a bellicose foreign policy, at a time when the entire country is sick of unnecessary wars.·He's ended GOP pandering to Hispanic activists with his hard-line policy on immigration. Working class Americans finally have a champion against open borders and cheap foreign labor.·He's overturned the media's traditional role in setting the agenda and defining who gets to be considered ""presidential.""·He's exposed political consultants as grifters and hacks, most of whom don't know real voters from a hole in the ground.If you're already a Trump fan, Ann Coulter will help you defend and promote your position. If you're not, she might just change your mind.",$13.01,4.4
15,0393292630,book,hardcover,The Thin Light of Freedom: The Civil War and Emancipation in the Heart of America,Edward L. Ayers,W. W. Norton & Company,,,
16,0727886274,book,hardcover,Into the Grey: A feline-filled academic mystery (A Dulcie Schwartz Cat Mystery),Clea Simon,Severn House Publishers,"  Grad student and cat lover Dulcie Schwartz must fight to clear her name when she discovers Professor Fenderby dead in his office.    “I could kill Roland Fenderby”. Dulcie Schwartz has reason to regret those words when she discovers Professor Fenderby’s battered body in his office – and finds herself the prime suspect in the ensuing murder investigation. Although she had good reason to dislike the late professor, who had been calling her scholarship into question, Dulcie would never go so far as to murder him. But someone seems to be deliberately putting her in the frame for his death. Who – and why?  Her academic career in jeopardy, Dulcie must find out the truth – and fast. But when she turns to Mr Grey for advice, he seems strangely silent. Could the spirit of her wise grey cat really be fading from her life for good?",$17.02,5.0
17,1845353498,book,hardcover,The Beano Annual 2009,Various,Thomson,,$47.89,
18,1405281197,book,hardcover,Official Lego (R) Star Wars Annual 2016,Egmont UK Ltd,Egmont Books Ltd," The official LEGO Star Wars Annual is packed with puzzles, comic strips, mazes and much more!",$11.43,
19,1405213930,book,hardcover,Bob the Builder Annual 2005,Anon,Egmont Books Ltd, Rare book,$30.68,
20,0385345933,book,hardcover,Bobby Flay Fit: 200 Recipes for a Healthy Lifestyle,"Bobby Flay, Stephanie Banyas, Sally Jackson",Clarkson Potter," Cook, eat, and be fit with 200 recipes from Bobby Flay, whose approach to healthy eating is all about flavor—not eliminating anything from your diet.   With a profession that has him constantly developing and tasting new recipes, chef Bobby Flay does not eschew any foods: bread, bacon, and butter are still all on the table. His secret to staying healthy is to have on hand an arsenal of low-calorie flavor bombs—like rubs, relishes, and marinades—to transform lean proteins, whole grains, and fresh produce into craveworthy meals at home. In Bobby Flay Fit, Bobby shares smoothies and juices, breakfast bowls, snacks to fuel workouts, hearty salads, nourishing soups, satisfying dinners, and lightened-up desserts. With fitness tips and a look into the chef’s daily healthy routines, this cookbook is for those who want to eat right without overhauling their pantries or sacrificing taste.",$21.45,4.3
21,1786071843,book,hardcover,Black Tudors: The Untold Story,Miranda Kaufmann,Oneworld Publications," Seeking to overturn the common assumption that there were no black communities in Britain before Caribbean immigration after the Second World War."" ―The New Yorker ""Highly readable yet intensively researched... lively prose and fascinating microhistories, [BLACK TUDORS] should draw some well-deserved attention."" -- Publishers Weekly, Starred Review  ""A highly instructive history of an understudied part of Tudor society. An eminently readable book that offers contemporary readers valuable insights into racial relations of centuries past.” -- Kirkus Reviews ""For a modern audience acculturated to thinking of Africans in the West as either enslaved or altogether absent, the picture that emerges challenges the centrality of whiteness and slavery in the Tudor period."" -- Foreword Reviews A black porter publicly whips a white English gentleman in a Gloucestershire manor house. A heavily pregnant African woman is abandoned on an Indonesian island by Sir Francis Drake. A Mauritanian diver is dispatched to salvage lost treasures from the Mary Rose… Miranda Kaufmann reveals the absorbing stories of some of the Africans who lived free in Tudor England.From long-forgotten records, remarkable characters emerge. They were baptized, married and buried by the Church of England. They were paid wages like any other Tudors. Their stories, brought viscerally to life by Kaufmann, provide unprecedented insights into how Africans came to be in Tudor England, what they did there and how they were treated. A ground-breaking, seminal work, Black Tudors challenges the accepted narrative that racial slavery was all but inevitable and forces us to re-examine the seventeenth century to determine what caused perceptions to change so radically.",$18.36,3.8
22,B000RRWJXW,book,hardcover,Conquerors' Pride,Timothy Zahn,Bantam, It is the duty of a prisoner to attempt to escape even in alien space completly cut off from his kind...,$9.16,3.9
23,370662575X,book,hardcover,Fermentieren,"Kirsten K. Shockey, Christopher Shockey, Erin Kunkel, Sabine Schlimm, Bettina Snowdon",Edition Loewenzahn,,,
24,1101885718,book,hardcover,Alton Brown: EveryDayCook,Alton Brown,Ballantine Books," NEW YORK TIMES BESTSELLER • This cookbook has 101 delicious recipes for home chefs of all abilities.My name is Alton Brown, and I wrote this book. It’s my first in a few years because I’ve been a little busy with TV stuff and interwebs stuff and live stage show stuff. Sure, I’ve been cooking, but it’s been mostly to feed myself and people in my immediate vicinity—which is really what a cook is supposed to do, right? Well, one day I was sitting around trying to organize my recipes, and I realized that I should put them into a personal collection. One thing led to another, and here’s EveryDayCook. There’s still plenty of science and hopefully some humor in here (my agent says that’s my “wheelhouse”), but unlike in my other books, a lot of attention went into the photos, which were all taken on my iPhone (take that, Instagram) and are suitable for framing. As for the recipes, which are arranged by time of day, they’re pretty darned tasty. Highlights include:   • Morning: Buttermilk Lassi, Overnight Coconut Oats, Nitrous Pancakes  • Coffee Break: Cold Brew Coffee, Lacquered Bacon, Seedy Date Bars • Noon: Smoky the Meat Loaf, Grilled Cheese Grilled Sandwich, “EnchiLasagna” or “Lasagnalada” • Afternoon: Green Grape Cobbler, Crispy Chickpeas, Savory Greek Yogurt Dip • Evening: Bad Day Bitter Martini, Mussels-O-Miso, Garam Masalmon Steaks • Anytime: The General’s Fried Chicken, Roasted Chile Salsa, Peach Punch Pops • Later: Cider House Fondue, Open Sesame Noodles, Chocapocalypse Cookie  So let’s review: 101 recipes with mouthwatering photos, a plethora of useful insights on methods, tools, and ingredients all written by an “award-winning and influential educator and tastemaker.” That last part is from the PR office. Real people don’t talk like that.",$19.22,4.6
25,1501177729,book,hardcover,The Unmaking of the President 2016: How FBI Director James Comey Cost Hillary Clinton the Presidency,Lanny J. Davis,Scribner," A longtime Washington insider argues that former FBI Director James Comey’s letter to Congress, sent just before the presidential election in 2016 was a key determining factor in Trump’s win: “Compelling criticism…lapsed Trump supporters might well open their minds to this attorney’s scholarly, entirely convincing proof of the damage done” (Kirkus Reviews, starred review).During the week of October 24, 2016, Hillary Clinton was decisively ahead of Donald Trump in many polls and, more importantly, in the battleground states of Wisconsin, Michigan, and Pennsylvania. Then FBI Director James Comey sent his infamous letter to Congress on October 28, saying the bureau was investigating additional emails that may have been relevant to the Hillary Clinton email case. In The Unmaking of the President 2016, attorney Lanny J. Davis shows how Comey’s misguided announcement—just eleven days before the election—swung a significant number of voters away from Clinton, winning Trump an Electoral College victory—and the presidency.  Davis traces Clinton’s email controversy and Comey’s July 2016 appearance before Congress, in which he said the Clinton email matter was effectively closed. From that moment until Comey’s late October letter to Congress, Davis says, Clinton was destined to be elected president by substantial popular and electoral vote margins. But the decision to send his October 28 letter, so near to the election, not only violated long-standing justice department policies but also contained no new facts of improper emails at all—just pure speculation. Davis shows state by state, using polling data before October 28, and on election day, how voter support for Hillary Clinton eroded quickly. He proves that had the election been held on October 27, Hillary Clinton would have won the presidency by a substantial margin.  Despite so many other issues in the closing days of the campaign—Trump’s behavior, the Russian hacking, reports of Clinton momentum in marginal states such as Georgia, Arizona, even Texas—after the October 28 Comey letter, everything changed. References to “Clinton emails” and “new criminal investigation” dominated media coverage virtually round-the-clock through election day November 8. Now Davis proves with raw, indisputable data how Comey’s October surprise cost Hillary Clinton the presidency and changed American history in the blink of an eye.",$6.82,3.5
26,0062273205,book,hardcover,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,HarperBusiness," Ben Horowitz, cofounder of Andreessen Horowitz and one of Silicon Valley's most respected and experienced entrepreneurs, offers essential advice on building and running a startup—practical wisdom for managing the toughest problems business school doesn’t cover, based on his popular ben’s blog.While many people talk about how great it is to start a business, very few are honest about how difficult it is to run one. Ben Horowitz analyzes the problems that confront leaders every day, sharing the insights he’s gained developing, managing, selling, buying, investing in, and supervising technology companies. A lifelong rap fanatic, he amplifies business lessons with lyrics from his favorite songs, telling it straight about everything from firing friends to poaching competitors, cultivating and sustaining a CEO mentality to knowing the right time to cash in.Filled with his trademark humor and straight talk, The Hard Thing About Hard Things is invaluable for veteran entrepreneurs as well as those aspiring to their own new ventures, drawing from Horowitz's personal and often humbling experiences.",$18.41,4.7
27,1473611741,book,hardcover,Unthinkable: An Extraordinary Journey Through the World's Strangest Brains,Helen Thomson,John Murray Publishers Ltd,,$21.50,4.0
28,0803738323,book,hardcover,Nerve,Jeanne Ryan,Dial," The New York Times bestseller is now a major motion picture starring Emma Roberts and Dave Franco, in theaters this July! A high-stakes online game of dares turns deadly When Vee is picked to be a player in NERVE, an anonymous game of dares broadcast live online, she discovers that the game knows her. They tempt her with prizes taken from her ThisIsMe page and team her up with the perfect boy, sizzling-hot Ian. At first it's exhilarating--Vee and Ian's fans cheer them on to riskier dares with higher stakes. But the game takes a twisted turn when they're directed to a secret location with five other players for the Grand Prize round. Suddenly they're playing all or nothing, with their lives on the line. Just how far will Vee go before she loses NERVE? Debut author Jeanne Ryan delivers an un-putdownable suspense thriller.",$16.68,3.9
29,039917589X,book,hardcover,Monsterland,James Crowley,G.P. Putnam's Sons Books for Young Readers," A boy takes off on a once-in-a-lifetime adventure through a mysterious land, with the help of some monster friends  It’s Halloween, and everyone in Charlie’s small town is excited for this year’s festivities. Charlie's grandfather, Old Joe, is famous for his holiday haunts, and his pumpkin patch is the center of the town’s zealous celebrations. But for Charlie, Halloween’s just one more reminder that his cousin Billy isn’t around anymore. Charlie plans to keep to himself this year, hanging out in the haunted barn with his trusty dog Ringo.       But when Charlie runs into some neighborhood bullies who are after his candy, he heads off into the woods to escape. He quickly gets lost, but spots a kid who he thinks is Billy. As Charlie chases after him deeper and deeper into the woods, he finds himself entering Monsterland—a mysterious place where werewolves live amongst trolls and goblins. Here he meets the Prime Minister, a vampire who tells Charlie he may be able to see his cousin again in this strange new land. Accompanied by a hulking monster chaperone, Charlie’s determined to find out just what happened to his cousin, and sets off to explore the secrets hiding in this uncharted territory.",$11.89,4.8
30,3841902553,book,hardcover,Backen mit Love,"Achim Fettig, Andrea Stolzenberger",EDEL,,$18.50,5.0
31,1492636088,book,hardcover,The Hundred Lies of Lizzie Lovett,Chelsea Sedoti,Sourcebooks Fire," Hawthorn wasn't trying to insert herself into a missing person's investigation. Or maybe she was. But that's only because Lizzie Lovett's disappearance is the one fascinating mystery their sleepy town has ever had. Bad things don't happen to popular girls like Lizzie Lovett, and Hawthorn is convinced she'll turn up at any moment-which means the time for speculation is now.So Hawthorn comes up with her own theory for Lizzie's disappearance.  A theory way too absurd to take seriously...at first. The more Hawthorn talks, the more she believes. And what better way to collect evidence than to immerse herself in Lizzie's life? Like getting a job at the diner where Lizzie worked and hanging out with Lizzie's boyfriend. After all, it's not as if he killed her-or did he?Told with a unique voice that is both hilarious and heart-wrenching, Hawthorn's quest for proof may uncover the greatest truth is within herself. ",$7.73,3.7
32,0241208440,book,hardcover,The Mind is Flat,NICK CHATER,Penguin," A radical reinterpretation of how your mind works - and why it could change your life 'An astonishing achievement. Nick Chater has blown my mind' Tim Harford 'A total assault on all lingering psychiatric and psychoanalytic notions of mental depths ... Light the touchpaper and stand well back' New Scientist We all like to think we have a hidden inner life. Most of us assume that our beliefs and desires arise from the murky depths of our minds, and, if only we could work out how to access this mysterious world, we could truly understand ourselves. For more than a century, psychologists and psychiatrists have struggled to discover what lies below our mental surface. In The Mind Is Flat, pre-eminent behavioural scientist Nick Chater reveals that this entire enterprise is utterly misguided. Drawing on startling new research in neuroscience, behavioural psychology and perception, he shows that we have no hidden depths to plumb, and unconscious thought is a myth. Instead, we generate our ideas, motives and thoughts in the moment. This revelation explains many of the quirks of human behaviour - for example why our supposedly firm political beliefs, personal preferences and even our romantic attractions are routinely proven to be inconsistent and changeable. As the reader discovers, through mind-bending visual examples and counterintuitive experiments, we are all characters of our own creation, constantly improvising our behaviour based on our past experiences. And, as Chater shows us, recognising this can be liberating.",$29.95,3.5
33,0091943612,book,hardcover,Granniesinc Guide to Knitting: Learn Tips & Techniques from the Best,Katie Mowat,Ebury Press," The guide to knitting written by the only true experts—granniesWhen it comes to knitting, who knows better than your grandma? If you get tangled in a ball of wool, she's always the first person you call to help you sort your cross stitch from your cable. While recruiting for her fledgling online knitwear company, Katie Mowat swiftly realized that it was mainly older women, namely grandmas, who were volunteering their services, and so Grannies Inc. was born. Since 2009 they have gone from strength to strength, and from one product (beanies) to designing and producing a whole range of knitwear. Her crack squad of 15 grannies contribute their ""purls"" of wisdom and patterns to help the new knitting generation in this attractive book. With knitting patterns for snoods, legwarmers, slouch socks, laptop cases, and beanies, knitters will be cool and cozy in no time.",$16.19,5.0
34,1944903003,book,hardcover,Treasured Lands: A Photographic Odyssey Through America's National Parks,"Q.T. Luong, Dayton Duncan",Cameron + Company," Beautiful, most complete visual tour of all 59 US National Parks in a coffee-table book, with location notes for each photograph. Winner of 6 national book awards.It is said that a photograph helped launch the national parks. After Congress viewed photos of Yosemite, President Lincoln was moved to sign a bill that paved the way for the U.S. National Park Service. In Treasured Lands: A Photographic Odyssey Through America's National Parks, photographer QT Luong pays tribute to the millions of acres of protected wilderness in our country's 59 national parks.Luong, who is featured in Ken Burns's and Dayton Duncan's documentary The National Parks: America's Best Idea, is the most prolific and versatile photographer working in the national parks and the only one to have made large-format photographs in each of them. In an odyssey that spanned more than 20 years and 300 visits, Luong focused his lenses on iconic landscapes and rarely seen remote views, presenting his journey in this sumptuous array of more than 500 breathtaking images.Accompanying the collection of scenic masterpieces is a guide that includes maps of each park, as well as extended captions that detail where and how the photographs were made. Designed to inspire visitors to connect with the parks and invite photographers to re-create these landscapes, the guide also provides anecdotal observations that give context to the pictures and convey the sheer scope of Luong's extraordinary odyssey. The guide is also available as a PDF formatted for use on mobile devices, and owners of the book are offered the option to download it for a nominal fee.Including an introduction by award-winning author and documentary filmmaker Dayton Duncan, Treasured Lands is a rich visual tour of the U.S. National Parks and an invaluable guide from a photographer who hiked--or paddled, dived, skied, snowshoed, and climbed--each park, shooting in all kinds of terrain, in all seasons, and at all times of day. QT Luong's timeless gallery of the nation's most revered landscapes beckons to nature lovers, armchair travelers, and photography enthusiasts alike, keeping America's natural wonders within reach.Includes: Acadia National Park, Arches National Park, Badlands National Park, Big Bend National Park, Biscayne National Park, Black Canyon Of The Gunnison National Park, Bryce Canyon National Park, Canyonlands National Park, Capitol Reef National Park, Carlsbad Caverns National Park, Channel Islands National Park, Congaree National Park, Crater Lake National Park, Cuyahoga Valley National Park, Death Valley National Park, Denali National Park, Dry Tortugas National Park, Everglades National Park, Gates of the Arctic National Park, Glacier National Park, Glacier Bay National Park, Grand Canyon National Park, Grand Teton National Park, Great Basin National Park, Great Sand Dunes National Park, Great Smoky Mountains National Park, Guadalupe Mountains National Park, Haleakala National Park, Hawaii Volcanoes National Park, Hot Springs National Park, Isle Royale National Park, Joshua Tree National Park, Katmai National Park, Kenai Fjords National Park, Kings Canyon National Park, Kobuk Valley National Park, Lake Clark National Park, Lassen Volcanic National Park, Mammoth Cave National Park, Mesa Verde National Park, Mount Rainier National Park, National Park of American Samoa, North Cascades National Park, Olympic National Park, Petrified Forest National Park, Redwood National Park, Rocky Mountain National Park, Saguaro National Park, Sequoia National Park, Shenandoah National Park, Theodore Roosevelt National Park, Virgin Islands National Park, Voyageurs National Park, Wind Cave National Park, Wrangell - St Elias National Park, Yellowstone National Park, Yosemite National Park, Zion National Park.",$44.19,4.9
35,0241186722,book,hardcover,The Road to Character,David Brooks,Allen Lane," First edition First printing / Hardcover, tightly bound, clean and unmarked pages. Dust jacket intact. Minor shelf wear.",,4.3
36,0226066258,book,hardcover,Holding On to Reality: The Nature of Information at the Turn of the Millennium,Albert Borgmann,University Of Chicago Press,,,
37,0062270818,book,hardcover,Curiosity House: The Shrunken Head,"Lauren Oliver, H. C. Chester, Benjamin Lacombe",HarperCollins," Edgar Award nominee for Best Juvenile MysteryThe book is about, among other things: the strongest boy in the world, a talking cockatoo, a faulty mind reader, a beautiful bearded lady and a nervous magician, an old museum, and a shrunken head.Blessed with extraordinary abilities, orphans Philippa, Sam, and Thomas have grown up happily in Dumfrey’s Dime Museum of Freaks, Oddities, and Wonders. But when a fourth child, Max, a knife-thrower, joins the group, it sets off an unforgettable chain of events.When the museum’s Amazonian shrunken head is stolen, the four are determined to get it back. But their search leads them to a series of murders and an explosive secret about their pasts.This sensational new series—a 2016 Edgar nominee for Best Juvenile book and New York Times bestseller—combines the unparalleled storytelling gifts of Lauren Oliver with the rich knowledge of the notorious relics collector H. C. Chester.What you will find in this book:A rather attractive bearded ladySeveral scandalous murdersA deliciously disgusting Amazonian shrunken headFour extraordinary children with equally extraordinary abilitiesA quite loquacious talking birdWhat you will NOT find in this book:An accountant named Seymour A never-ending line at the post office Brussel sprouts (shudder) A lecture on finishing all your homework on time A sweet, gooey story for nice little girls and boysLearn more about the series online at www.thecuriosityhouse.com",$11.89,4.2
38,1420055720,book,hardcover,"Electric Machines: Steady State, Transients, and Design with MATLABÂ®","Ion Boldea, Lucian Nicolae Tutelea",CRC Press,,,
39,1627794158,book,hardcover,"Goodbye Summer, Hello Autumn",Kenard Pak,Henry Holt and Co. (BYR)," As trees sway in the cool breeze, blue jays head south, and leaves change their colors, everyone knows--autumn is on its way! Join a young girl as she takes a walk through forest and town, greeting all the signs of the coming season. In a series of conversations with every flower and creature and gust of wind, she says good-bye to summer and welcomes autumn.",$16.19,4.8
40,0718086953,book,hardcover,Good Good Father,"Chris Tomlin, Pat Barrett",Thomas Nelson," Inspired by the #1 hit song “Good Good Father,” as heard on Chris Tomlin’s new album You’ve heard a thousand stories of what the good King is like. Now discover His great love for your child!Grammy Award-winning music artist, Chris Tomlin, and Pat Barrett (Housefires), team up to tell the story of a little bear named Tucker whose life and townspeople are forever changed when they learn just how great the King’s love is for them. When Tucker’s friends need help, he goes to see the King who lives in a castle where the door is always open.Tucker wants to take the perfect gift to the King in hopes he will be convinced to help. Along the way, Tucker encounters a variety of humorous animals filled with advice who leave him confused about what the King is like. He doubts whether the King would be willing to help. Just as Tucker is ready to give up, he meets the King who runs to him with open arms offering love, acceptance, and help.With whimsical art created by Lorna Hussey, this precious story will leave children, young and old, reassured that God is a good, good Father, and they are loved by Him.",$9.78,4.8
41,0470424133,book,hardcover,"Number Theory: A Lively Introduction with Proofs, Applications, and Stories","James Pommersheim, Tim Marks, Erica Flapan",Wiley,,,
