,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
48011,022656505X,book,paperback,"Plotinus: Myth, Metaphor, and Philosophical Practice",Stephen R. L. Clark,University Of Chicago Press," Plotinus, the Roman philosopher (c. 204-270 CE) who is widely regarded as the founder of Neoplatonism, was also the creator of numerous myths, images, and metaphors. They have influenced both secular philosophers and Christian and Muslim theologians, but have frequently been dismissed by modern scholars as merely ornamental. In this book, distinguished philosopher Stephen R. L. Clark shows that they form a vital set of spiritual exercises by which individuals can achieve one of Plotinus’s most important goals: self-transformation through contemplation.             Clark examines a variety of Plotinus’s myths and metaphors within the cultural and philosophical context of his time, asking probing questions about their contemplative effects. What is it, for example, to “think away the spatiality” of material things? What state of mind is Plotinus recommending when he speaks of love, or drunkenness, or nakedness? What star-like consciousness is intended when he declares that we were once stars or are stars eternally? What does it mean to say that the soul goes around God? And how are we supposed to “bring the god in us back to the god in all”? Through these rich images and structures, Clark casts Plotinus as a philosopher deeply concerned with philosophy as a way of life. ",$34.83,5.0
48012,1786495252,book,paperback,Call Me By Your Name,Andre Aciman,Atlantic Books," Please Read Notes: Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHL/FedEx express.",$5.18,4.7
48013,814736890,book,paperback,"The Deepest South: The United States, Brazil, and the African Slave Trade",Gerald Horne,NYU Press,,,
48014,830827145,book,paperback,Virtuous Minds: Intellectual Character Development,Philip E. Dow,IVP Academic," Templeton Foundation Character Project's Character Essay and Book Prize Competition award winner! What does it mean to love God with all of our minds? Our culture today is in a state of crisis where intellectual virtue is concerned. Dishonesty, cheating, arrogance, laziness, cowardice--such vices are rampant in society, even among the worlds most prominent leaders. We find ourselves in an ethical vacuum, as the daily headlines of our newspapers confirm again and again. Central to the problem is the state of education. We live in a technological world that has ever greater access to new information and yet no idea what to do with it all. In this wise and winsome book, Philip Dow presents a case for the recovery of intellectual character. He explores seven key virtues--courage, carefulness, tenacity, fair-mindedness, curiosity, honesty and humility--and discusses their many benefits. The recovery of virtue, Dow argues, is not about doing the right things, but about becoming the right kind of person. The formation of intellectual character produces a way of life that demonstrates love for both God and neighbor. Dow has written an eminently practical guide to a life of intellectual virtue designed especially for parents and educators. The book concludes with seven principles for a true education, a discussion guide for university and church groups, and nine appendices that provide examples from Dows experience as a teacher and administrator. Virtuous Minds is a timely and thoughtful work for parents and pastors, teachers and students--anyone who thinks education is more about the quality of character than about the quantity of facts.",$14.88,4.3
48015,1521955360,book,paperback,"Werewolf Bastard: The Enoch Wars, Book 5",Ben Settle,Independently published," “Azriel could see the werewolf’s wet tongue, tonsils, and razor sharp teeth. He knew he was about to be stuffed head first inside its mouth like a giant gold fish.”  Azriel is pissed off and ready to die for revenge after the events of Evil’s Child.  His prey is the near-invulnerable werewolf king Fenris — a mafia boss and business tycoon with the police, politicians, churches, and hundreds of other monsters on his payroll. To get to Fenris, Azriel has to infiltrate its downtown Chicago Tower, and fight in a kill-or-be-killed match with the world’s most vicious monsters. Azriel’s only help is his grief-stricken and drunken father-in-law Roper, and the eccentric talk show host Gibson — a former member of The Order who is being haunted by a sadistic sex demon.  Meanwhile, the devil makes an irresistible offer to Fenris’s exiled son Skoll, who also wants to kill the werewolf king. But as the young werewolf finds out, the price to kill his father is high, and puts more than just his life at stake.",$14.99,
48016,345534514,book,paperback,Year Zero: A Novel,Rob Reid,Del Rey," NEW YORK TIMES BESTSELLERLow-level entertainment lawyer Nick Carter thinks it’s a prank, not an alien encounter, when a redheaded mullah and a curvaceous nun show up at his office. But Frampton and Carly are highly advanced (if bumbling) extraterrestrials. The entire cosmos, they tell him, has been hopelessly hooked on American pop songs ever since “Year Zero” (1977 to us), resulting in the biggest copyright violation since the Big Bang and bankrupting the whole universe. Nick has just been tapped to clean up this mess before things get ugly. Thankfully, this unlikely galaxy-hopping hero does know a thing or two about copyright law. Now, with Carly and Frampton as his guides, Nick has forty-eight hours to save humanity—while hoping to wow the hot girl who lives down the hall from him.",$14.07,4.0
48017,1974410536,book,paperback,Santa's Christmas: Grayscale Adult Coloring Book,Ruth Sanderson,CreateSpace Independent Publishing Platform," These 24 classic Christmas images by Ruth Sanderson have been carefully converted to grayscale from her illustrated edition of THE NIGHT BEFORE CHRISTMAS, as well as images from the many Holiday collector's plates she has created over the years for Lenox. There is bonus section of 12 selected images repeated, for a total of 36 pictures to color. For more beautiful Christmas images, look for MERRY CHRISTMAS Grayscale Adult Coloring Book coming in fall of 2018. Colored pencils work beautifully over grayscale images and help give realism and depth to the final colored image. This book will make a lovely holiday gift that families can share.The pictures are printed single-sided on 60# pure white paper. Please note that this paper takes colored pencils very well but that markers will bleed through this paper. Try out grayscale coloring with free samples to download from the Newsletter at ruthsanderson.com.",$8.95,4.2
48018,1612433006,book,paperback,The Elimination Diet Workbook: A Personal Approach to Determining Your Food Allergies,Maggie Moon  MS  RDN,Ulysses Press,"  EAT GREAT! FEEL GREAT! Do you forgo delicious foods out of fear they’ll make you sick later? If so, The Elimination Diet Workbook is for you. The program in this hands-on guide pinpoints your exact food sensitivities no matter what they are―gluten, dairy, egg, soy, peanuts, seafood or anything else. It takes the guesswork out of your diet so you discover which foods you can enjoy and which to avoid. Follow the program in this book and you’re guaranteed to:•Identify Your Food Intolerances•Discover Allergies Your Doctor Can’t•Eliminate Problem Foods•End Pain and Discomfort•Experience Trouble-Free Digestive Health Whether you suffer cramps, fatigue, diarrhea, migraines or any negative reaction to what you eat, The Elimination Diet Workbook  offers an easy-to-follow, DIY approach to taking control of your diet, digestion and health once and for all.",$15.36,3.5
48019,1447980190,book,paperback,Edexcel GCSE (9-1) Mathematics: Foundation Student Book (Edexcel GCSE Maths 2015),,Pearson Education Limited,,$35.66,
48020,1532014716,book,paperback,The Host Rises: Book One of the Promised Land Series,K. H. Brent,iUniverse,,,
48021,1476755566,book,paperback,"Generation Me - Revised and Updated: Why Today's Young Americans Are More Confident, Assertive, Entitled--and More Miserable Than Ever Before",Jean M. Twenge,Atria Books," In this provocative and newly revised book, headline-making psychologist Dr. Jean Twenge explores why the young people she calls “Generation Me” are tolerant, confident, open-minded, and ambitious but also disengaged, narcissistic, distrustful, and anxious.Born in the ’80s, and ’90s and called “The Entitlement Generation” or Millennials, they are reshaping schools, colleges, and businesses all over the country. The children of the Baby Boomers are not only feeling the effects of the recession and the changing job market—they are affecting change the world over. Now, in this new edition of Generation Me, Dr. Twenge incorporates the latest research, data, and statistics, as well as new stories and cultural references, to show how “Gen Me-ers” have shifted the American character, redefining what it means to be an individual in today’s society. Dr. Twenge uses data from 11 million respondents to reveal shocking truths about this generation, including dramatic differences in sexual behavior and religious practice, and controversial predictions about what the future holds for them and society as a whole. Her often humorous, eyebrow-raising stories about real people vividly bring to life the hopes, disappointments, and challenges of Generation Me. Engaging, controversial, prescriptive, and funny, Generation Me gives Boomers and GenX’ers new and fascinating insights into their offspring, and helps those in their teens, twenties, and thirties find their road to happiness.",$10.98,3.9
48022,1940095263,book,paperback,Fortune Favors: A Nick Kismet Adventure (Nick Kismet Adventures) (Volume 3),Sean Ellis,Gryphonwood Press," The greatest treasures from the ancient world have been brought together in one place-a magnificent floating exhibition aboard a luxury cruise liner-and the wealthy, powerful and famous have come to bask in the glow of ancient riches. Unfortunately, someone is about to crash the party in a big way. When Nick Kismet foils an attempted pirate takeover of the cruise ship and rescues the lovely Elisabeth Neuell-a former Hollywood starlet living the fairy-tale dream of royalty-little does he suspect that he has been drawn into a dangerous game controlled by diabolical occult scholar Dr. John Leeds...a game where the prize is an ancient source of mystical power, and where the stakes are the fate of the world. Joined by Al Higgins-the former Gurkha who once followed him into Hell-and Higgins' daughter Annie Crane, Kismet begins a desperate race to find the source of immortality and keep it from falling into the wrong hands. Surviving Leeds' web of intrigue and betrayal will put Kismet's courage and luck to the ultimate test. But fortune favors the bold!",$14.99,4.4
48023,1683901142,book,paperback,Walt Disney's Melody Makers: A Biography of the Sherman Brothers,"Kathryn M. Price, Bob McLain",Theme Park Press," A Great Big Beautiful BiographyRichard and Robert Sherman wrote the soundtrack to Walt Disney's dreams. Their music is an integral, indelible part of many of Disney's classic films, shows, and theme park attractions. But for the Shermans, success was not always just a dream away.The story of the Sherman Brothers might have sprung from a stock Disney plot: after long struggles and numerous failures, a serendipitous event brought them fame, fortune, and happiness. That event was their first meeting with Walt Disney, a meeting which they left with their heads hanging, as Walt's only comment about the song they played for them was: ""That'll work.""In Walt-speak, however, ""that'll work"" was high praise indeed, and the Shermans (or ""the boys"", as Walt called them) went on to create a musical legacy that millions of Disney fans just can't get out of their heads.In this well-researched biography, Kathryn Price traces the lives of the Shermans, from their unsettled childhood as the sons of a Tin Pan Alley songwriter and their early failure to replicate his success, to their chart-topping but surprisingly short collaboration with Walt Disney and the long coda to their careers after Walt's death and the transformation of the Disney company into a disharmony they could not tolerate.",$17.95,5.0
48024,1467113794,book,paperback,Hamilton's Industrial Heritage (Images of America),Richard N. Piland,Arcadia Publishing," Hamilton has been an important activity center in Butler County since its founding in 1791, as its proximity to the Great Miami River made it an ideal county seat and agricultural hub. Beginning in 1845, the Hamilton Hydraulic Company diverted the river's flow through town and developed a system that supplied cheap waterpower to area mills. By 1900, Hamilton was ""the greatest manufacturing city of its size in the world,"" and by the 1940s it was home to several of the world's largest industries. Champion Paper milled coated paper, Niles Tool Works manufactured machine tools, Hooven-Owens-Rentschler built Corliss engines, Estate Stove made stoves, and Mosler and Herring-Hall-Marvin Safe Companies earned Hamilton its reputation as the ""Safe Capital of the World."" More than 150 factories and shops developed diverse product lists in the early 1900s, but only three of these businesses still operate in Hamilton today.",$14.94,5.0
48025,140917025X,book,paperback,Project Me for Busy Mothers: A Practical Guide to Finding a Happier Balance,Kelly Pietrangeli,Orion Spring,,$20.89,5.0
48026,1483576469,book,paperback,Outmaneuver Cancer: An Integrative Doctor's Journey,"Dr. Robert A. Eslinger, Cheryl E. Booth",BookBaby,,,
48027,148140072X,book,paperback,Sea Monster! (The Kingdom of Wrenly),"Jordan Quinn, Robert McPhillips",Little Simon," Troubled waters ahead! Lucas and Clara search for a scary sea monster in this third chapter book in the fantastical Kingdom of Wrenly series.Something has been making waves around Wrenly, and it’s not the tides. Prince Lucas is sure that it’s the mysterious sea monster that has only been heard of in tall tales. Now the legendary monster is frightening everyone—from fishermen, to the king’s men, to even the hardiest of sea captains. With the aid of his best friend, Clara, and a cast of unlikely helpers, it’s up to Prince Lucas to discover what is bothering the beast—and make the trouble stop! With easy-to-read language and illustrations on almost every page, The Kingdom of Wrenly chapter books are perfect for beginning readers.",$5.99,4.8
48028,1401243029,book,paperback,WE3,"Grant Morrison, Frank Quitely",Vertigo," Writer Grant Morrison and artist Frank Quitely deliver the emotional journey of WE3 - three house pets weaponized for lethal combat by the government - as they search for ""home"" and ward off the shadowy agency that created them.With nervous systems amplified to match their terrifying mechanical exoskeletons, the members of Animal Weapon 3 (WE3) have the firepower of a battalion between them. But they are just the program's prototypes, and now that their testing is complete, they're slated to be permanently ""decommissioned,"" causing them to seize their one chance to make a desperate run for freedom. Relentlessly pursued by their makers, the WE3 team must navigate a frightening and confusing world where their instincts and heightened abilities make them as much a threat as those hunting them - but a world, nonetheless, in which somewhere there is something called ""home.""",$11.59,4.5
48029,1491286377,book,paperback,Falling Down: A Teenager's True Story of Redemption,Mr. Daniel P. Kelly,CreateSpace Independent Publishing Platform," Falling Down is a true story of a teenager who went down the wrong path and a family who struggled to keep up. It is meant to serve as proof to those families and children who cannot see a way out of a difficult situation that they are in and that they are not alone. There is reason to keep going and what they are going through is temporary. ""I was not allowed to have anything that I could use to hurt myself or use to runaway, which included my shoes. The one thing I remember most was the ridiculous slippers they gave us to wear. Bright yellow foam with big smiley faces on them. As if I didn’t feel crazy enough."" Daniel Kelly is now a middle school teacher in North Carolina. He also mentors at-risk teens in the hopes that they do not follow the same road he did. A portion of all proceeds from the sale of this book will be donated to organizations that provide support to at-risk youth.",$11.99,5.0
48030,6069832795,book,paperback,Brexit: The Impact of 'Brexit' on the United Kingdom,Publishing House My Ebook,SC Active Business Development Srl," Brexit also called British Exit, refers to the withdrawal of Britain from the European Union. This has long been a political accomplishment that has been pursued by many individuals, political parties and advocacy groups. This has been the idea of these persons since the United Kingdom joined the EU in 1973. The withdrawal of member countries has been a right of the EU's membership since 2007 fully addressed under Article 50 of the Treaty on the European Union. In June 2016, Britain held a referendum on the matter and the result saw 59.1% voting to exit the EU while 48.1% to remain. Britain's departure from the European Union is filled with propaganda and myth but the risks are very real. Brexit could lower global status of the United Kingdom, diminish its quality of life, and throw its legal system into turmoil. This a book about the Brexit phenomenon, stripped of the wishful thinking of its supporters in the media and Parliament. It is the real picture of a country about to undergo a sharp and self-inflicted isolation. This book is for people who still believe in evidence and in experts.",$5.71,
48031,1595549382,book,paperback,The Shadow Lamp (Bright Empires),Stephen Lawhead,Thomas Nelson," The quest for answers—and ultimate survival—hinges on finding the cosmic link between the Skin Map, the Shadow Lamp, and the Spirit Well.The search for the map of blue symbols began in a rainy alley in London but has since expanded through space and time and includes more seekers.Kit, Mina, Gianni, Cass, Haven, and Giles have gathered in Mina’s 16th-century coffee house and are united in their determination to find a path back to the Spirit Well. Yet, with their shadow lamps destroyed and key pieces of the map still missing, the journey will be far more difficult than they imagine. And when one of their own disappears with Sir Henry’s cryptic Green Book, they no longer know who to trust.At the same time, the Zetetic Society has uncovered a terrifying secret which, if proven, will rock the very foundations of Creation. The quest for answers is no longer limited to recovering an unknown treasure. The fate of the universe depends on unraveling the riddle of the Skin Map.“Anything but ordinary . . . Dynamic settings are mixed with unpredictable adventures [and] parallel worlds.” —BookPage review of The Skin Map",$15.63,4.4
48032,1400096081,book,paperback,"Blind Willow, Sleeping Woman (Vintage International)","Haruki Murakami, Jay Rubin, Philip Gabriel",Vintage," The twenty-four stories that make up Blind Willow, Sleeping Woman generously express the incomparable Haruki Murakami’s mastery of the form.Here are animated crows, a criminal monkey, and an ice man, as well as the dreams that shape us and the things we might wish for. From the surreal to the mundane, these stories exhibit Murakami’s ability to transform the full range of human experience in ways that are instructive, surprising, and entertaining.",$13.60,4.3
48033,1107606586,book,paperback,Language Conflict and Language Rights: Ethnolinguistic Perspectives on Human Conflict,"William D. Davies, Stanley Dubinsky",Cambridge University Press," As the colonial hegemony of empire fades around the world, the role of language in ethnic conflict has become increasingly topical, as have issues concerning the right of speakers to choose and use their preferred language(s).  Such rights are often asserted and defended in response to their being violated. The importance of understanding these events and issues, and their relationship to individual, ethnic, and national identity, is central to research and debate in a range of fields outside of, as well as within, linguistics. This book provides a clearly written introduction for linguists and non-specialists alike, presenting basic facts about the role of language in the formation of identity and the preservation of culture. It articulates and explores categories of conflict and language rights abuses through detailed presentation of illustrative case studies, and distills from these key cross-linguistic and cross-cultural generalizations.",$31.96,
48034,957144237,book,paperback,Springsteen: Saint In The City: 1949-1974,Craig Statham,Soundcheck Books LLP," To fully understand the Boss's music, you need to understand his formative yearsIncludes an 8 page colour plates section There have been plenty of books written about Bruce Springsteen, but this is the first to concentrate solely on his early years. The author believes that to fully understand Springsteen's recorded work it is necessary to understand the formative years that shaped him. It covers:* The genealogy of the Springsteen family from earliest times.* Relationships with his managers - how whenever success beckoned he would move in a new direction.* The development of his drive to sound like Van Morrison and Joe Cocker (in the Bruce Springsteen Band).* The importance of his booking agent, Sam Keith.* The fight to get support from Columbia Records. * How a Brown University student saved his career.* How the musicians changed the rules to all-night Monopoly sessions. This book covers the year from Springsteen's birth to 1974 - the year before his breakthrough album Born To Run. It explores both the negative factors in his life such as school and Catholicism and the positive ones such as baseball, girls and the guitar, as well as the British Invasion, the civil rights movement and, crucially, his relationship with his father. Springsteen's early bands, the Rogues, the Castiles and Earth, are examined via interviews with ex-members. Also covered are the pre-Columbia years, the audition for Mike Appel, the first two albums and his involvement in what would become the E-Street Band. Interviewees include: Frank Marziotti, Cynthia Sherman, Gary Pulz, Alan Merrill, Edward Sanders, Marion Vinyard, Ken Field, Albee Tellone, Joe McHugh, Frank P. 'Flash' Craig, Sam McKeith, Mike Appel, Bob Spitz, Kip Cohen, Dick Wingate, Randy Whited, James Gabriel, Robbin Thompson, Jeffrey Mark Lane, Amy B. Lane, Betty Young, George Francis, Harvey Cherlin, Bob Feigenbaum, Nadine Epstein, Robin Nash, Layonne Holmes, Geoff Muldaur, Elliott Murphy, John B. Sebastian, Richard Davis, Jeannie Clark Fisher, Donnie Walton, Michael Parker, Chuck Wrenn, Richard Leschhorn, Walter Planer, Doug Alt and Allen Field",$29.48,4.2
48035,9814525596,book,paperback,Einstein Relatively Simple: Our Universe Revealed,Ira Mark Egdall,World Scientific Publishing Company,,,
48036,153943740X,book,paperback,"Curses, Crones and Unspeakable Things",Justin DePaoli,CreateSpace Independent Publishing Platform," Waking up at the crack of dawn to an irritable gnome demanding payment for some valuable information was not how Caval Ignolius planned to start his morning. He had, after all, just gotten back from traveling through a picture to a world one million miles away. His morning's about to get a lot worse. Caval soon learns that someone's trying to kill him, he's gotten on the bad side of a sixteen-eyed personification of evil, and a crotchety old crone is messing with occult magic that could have deadly consequences. Oh, and there's a plot to overthrow his world. Caval has a few problems to solve. Luckily he has help, in the form of enchanted chalk, magical pictures, and a crack team involving a hunchbacked Cyclops, an out-of-practice witch, and an illegal stowaway with an extraordinary gift.",$15.68,5.0
48037,1626259690,book,paperback,The Kindness Cure: How the Science of Compassion Can Heal Your Heart and Your World,"Tara Cousineau PhD, Stephen Post PhD",New Harbinger Publications," It’s time for a kindness revolution. In The Kindness Cure, psychologist Tara Cousineau draws on cutting-edge research in psychology and neuroscience to show how simple practices of kindness—for ourselves, for others, and for our world—can dissolve our feelings of fear and indifference, and open us up to a life of profound happiness.Compassion for ourselves and others is our birthright as humans—hardwired into our DNA and essential to our happiness. But in our fast-paced, technical savvy and hyper competitive world, it may come as no surprise that rates of narcissism have risen, while empathy levels have declined. We now find ourselves in a “cool to be cruel” culture where it’s easy to feel disillusioned and dejected in our hearts, homes, and communities. So, how can we reverse this malady of meanness and make kindness and compassion an imperative?The Kindness Cure draws on the latest social and scientific research to reveal how the seemingly “soft skills” of kindness, cooperation, and generosity are fundamental to our survival as a species. In fact, it’s our prosocial abilities that put us at the head of the line. Blended with moving case studies and clinical anecdotes, Cousineau offers practical ways to rekindle kindness from the inside out.We are wired to care. The very existence of our human species evolved because of an intricate physiology built for empathy, compassion, and cooperation. Yet we have an epidemic of loneliness, indifference, and cruelty, and we see these destructive trends on a daily basis in our families, schools, neighborhoods, and workplaces. This important book teaches effective skills in compassion, mindfulness, and social and emotional learning, and reveals successful social policy initiatives in empathy taking place that inform everything from family life to education to the workplace.Kindness has the exponential power to renew relationships and transform how we think, feel, and behave in the world. Will you be a part of the revolution?",$13.88,4.6
48038,749462418,book,paperback,How to Pass the QTS Numeracy and Literacy Skills Tests: Essential Practice for the Qualified Teacher Status Skills Tests (Testing Series),Chris John Tyreman,Kogan Page,,,
48039,1444730878,book,paperback,Cloud Atlas Film Tie,David Mitchell,Sceptre," Will be shipped from US. Used books may not include companion materials, may have some shelf wear, may contain highlighting/notes, may not include CDs or access codes. 100% money back guarantee.",$12.30,4.0
