,ASIN,GROUP,FORMAT,TITLE,AUTHOR,PUBLISHER,Description,Price,Rating
2014,0470026634,book,hardcover,Handbook of Hedge Funds,FranÃ§ois-Serge Lhabitant,Wiley," A comprehensive guide to the burgeoning hedge fund industry Intended as a comprehensive reference for investors and fund andportfolio managers, Handbook of Hedge Funds combines new materialwith updated information from Francois-SergeL’habitant’s two other successful hedge fund books.This book features up-to-date regulatory and historicalinformation, new case studies and trade examples, detailed analysesof investment strategies, discussions of hedge fund indices anddatabases, and tips on portfolio construction.Francois-Serge L’habitant (Geneva, Switzerland) isthe Head of Investment Research at Kedge Capital. He is Professorof Finance at the University of Lausanne and at EDHEC BusinessSchool, as well as the author of five books, including HedgeFunds: Quantitative Insights (0-470-85667-X) and HedgeFunds: Myths & Limits (0-470-84477-9), both from Wiley.",$139.53,4.6
2015,1945547693,book,hardcover,Made for Me,"Zack Bush, Gregorio De Lauretis",Familius," A NATIONAL BESTSELLER! Perfect for dads of both boys and girls.Of all the children that ever could be, You are the one made just for me. From a child's first uttered ""Dada"" to his or her first unsteady steps, nothing can adequately convey the joy and awe of watching the birth and growth of a new child. Filled with adorable illustrations and the refrain, ""You are the one made just for me,"" Made for Me is a winning presentation of tender moments that tie a father and his new child together--forever.",$13.29,4.9
2016,0802854591,book,hardcover,Hidden City: Poems of Urban Wildlife,"Sarah` Grace Tuttle, Amy Schimler-Safford",Eerdmans Books for Young Readers," A poetic book highlighting everyday natureThe perfect blend of science and poetry, Hidden City demonstrates that nature can thrive anywhere, even in highly populated areas. In this graceful collection of poems, skyscrapers serve as perches for falcons, streetlights attract an insect buffet for hungry bats, and an overgrown urban lot offers shelter to both flora and fauna. Hidden City also includes engageing supplementary materials, which provide scientific information about the animals and plants featured in the book.Coupled with beautiful collage illustrations, the poems in Hidden City offer readers the perfect reminder to notice and care about their environment. ",$12.14,4.6
2017,8497644166,book,hardcover,Quiromancia (Enigmas de las ciencias ocultas series),Dr. Leonard Wolf,Edimat Libros," In a study of the occult world's many secrets and how it is linked to many of life's unexplainable events, this affordable, informative, and attractive collection provides an in-depth look at the powers, origins, beliefs, and truths of some of the greatest mysteries of all time. En un estudio de los secretos de las ciencias ocultas que se encuentra relacionado con lo más misterioso, esta colección económica, informativa y atractiva presenta una visión de los poderes, orígenes, creencias y verdades de estos grandes enigmas.",,
2018,1939156831,book,hardcover,Grey Stone,"Jean Knight Pace, Jacob Kennedy",Ink Smith Publishing," In the land of the great red sun, dogs sing, wolves kill, humans serve, and wolf-shifters rule with magic and menace. Pietre is a human boy who has spent the last thirteen years afraid of the sunset, the Blødguard, and the wolf-shifting masters who rule his world. Wittendon is a werewolf prince who has spent the last nineteen years afraid of his father, his inability to do magic, and the upcoming tournament he's sure to lose. But when Pietre finds an orphaned pup in the woods and Wittendon is forced to arrest the boy's father soon after, both of them begin to realize that keeping the rules might be just as terrifying as breaking them. Now serf and master must learn to cut through their own prejudices and work together in order to turn their world before it turns on them. Grey Stone is a story of dogs who talk, wolves who kill, and a stone that-for better or worse-can change all that.",$31.45,4.9
2019,1911215728,book,hardcover,The Mermaid and Mrs Hancock,Imogen Hermes Gowar,Harvill Secker," Please Read Notes: Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHL/FedEx express.",$13.47,3.9
2020,1681773309,book,hardcover,"Mask of the Sun: The Science, History and Forgotten Lore of Eclipses",John Dvorak,Pegasus Books,,,
2021,3453280911,book,hardcover,PlÃ¶tzlich GÃ¤nsevater: Sieben GraugÃ¤nse und die Entdeckung einer faszinierenden Welt,Michael Quetting,Ludwig Buchverlag,,$25.97,
2022,0684194457,book,hardcover,The Gifts of Wali Dad: A Tale of India and Pakistan,"Aaron Shepard, Daniel San Souci",Atheneum," Though Wali Dad lives in a hut, he feels he needs nothing more than he has. So when he sees that the coins he has saved have filled a pot to the brim, he isn't sure what to do with the money. At last he buys a lovely gold bracelet and sends it as a gift to the Queen of Khaistan. But what will he do with the gorgeous silks that the Queen sends back? Why, send them to the King of Nekabad! And when the King sends back twelve fine horses, who should get them but the Queen of Khaistan? The gifts and the humor keep growing until it takes two heavenly visitors to set things right, in this charming folktale from the Punjab. TEACHERS AND LIBRARIANS -- A READER'S THEATER SCRIPT OF THIS BOOK IS AVAILABLE IN AARON'S BOOK ""FOLKTALES ON STAGE,"" OR FREE ON AARON'S WEB SITE. ///////////////////////////////////////////////// Aaron Shepard is the award-winning author of ""The Baker's Dozen,"" ""The Sea King's Daughter,"" ""The Adventures of Mouse Deer,"" and many more children's books. His stories have appeared often in Cricket magazine, while his Web site is known internationally as a prime resource for folktales, storytelling, and reader's theater. Daniel San Souci has illustrated over 80 books. His awards have included the Boston Globe/Horn Book Award, the Gold Medallion Book Award, the National Parenting Publications Gold Award, and the Children's Choice Award. ",$18.88,4.5
2023,0316262226,book,hardcover,Towers Falling,Jewell Parker Rhodes,"Little, Brown Books for Young Readers"," From award-winning author Jewell Parker Rhodes comes a powerful novel set fifteen years after the 9/11 attacks. When her fifth-grade teacher hints that a series of lessons about home and community will culminate with one big answer about two tall towers once visible outside their classroom window, Dèja can't help but feel confused. She sets off on a journey of discovery, with new friends Ben and Sabeen by her side. But just as she gets closer to answering big questions about who she is, what America means, and how communities can grow (and heal), she uncovers new questions, too. Like, why does Pop get so angry when she brings up anything about the towers? Award-winning author Jewell Parker Rhodes tells a powerful story about young people who weren't alive to witness this defining moment in history, but begin to realize how much it colors their every day.",$11.89,4.2
2024,0394815424,book,hardcover,Dictionary in Spanish: The Cat in the Hat Beginner Book,P.D. Eastman,Random House Books for Young Readers," A perfect introductin to reading Spanish! Simple English words and sentences are introduced by pictures. Then the words and sentences are translated into Spanish with the translation of the featured word in capital letters. It's that easy. And for the child who wants to go further—a two-page, basic key to the pronunciation of the language. Great for introducing Spanish to English-speaking children and for introducing English to Spanish-speaking children!",$13.39,4.5
2025,078522713X,book,hardcover,Through My Father's Eyes,"Franklin Graham, Donna Lee Toney",Thomas Nelson Inc," Many have written about Billy Graham, the evangelist. This is the first book about Billy Graham, the father, written from the perspective of a son who knew him best. As a beloved evangelist and a respected man of God, Billy Graham’s stated purpose in life never wavered: to help people find a personal relationship with God through a saving knowledge of Jesus Christ. This was a calling that only increased over time, and Billy embraced it fully throughout his active ministry and beyond. Yet Billy pursued his life’s work, as many men do, amid a similarly significant calling to be a loving husband and father. While most people knew Billy Graham as America’s Pastor, Franklin Graham knew him in a different way, as a Dad. And while present and future generations will come to their own conclusions about Billy Graham and the legacy that his commitment to Christ has left behind, no one can speak more insightfully or authoritatively on that subject than a son who grew up in the shadow of his father’s life and the examples of his father’s love. This vulnerable book is a look at both Billy Graham the evangelist and Billy Graham the father, and the impact he had on a son who walked in his father’s steps while also becoming his own man, leading ministries around the world, all of it based on the foundational lessons his father taught him. “My father left behind a testimony to God,” says Franklin, “a legacy not buried in a grave but still pointing people to a heaven-bound destiny. The Lord will say to my father, and to all who served Him obediently, ‘Well done, good and faithful servant’ (Matthew 25:21).”",$14.39,4.7
2026,3864292522,book,hardcover,Hotel Wunderbar,"Jutta Nymphius, Stephan Pricken",Tulipan Verlag,,$18.31,
2027,110188696X,book,hardcover,Troublemaker: Surviving Hollywood and Scientology,"Leah Remini, Rebecca Paley",Ballantine Books," #1 NEW YORK TIMES BESTSELLER • An eye-opening, no-holds-barred memoir about life in the Church of Scientology by the outspoken actress and star of the A&E docuseries Leah Remini: Scientology and the Aftermath   Leah Remini has never been the type to hold her tongue. That willingness to speak her mind, stand her ground, and rattle the occasional cage has enabled this tough-talking girl from Brooklyn to forge an enduring and successful career in Hollywood. But being a troublemaker has come at a cost.   That was never more evident than in 2013, when Remini loudly and publicly broke with the Church of Scientology. Now, in this frank, funny, poignant memoir, the former King of Queens star opens up about that experience for the first time, revealing the in-depth details of her painful split with the church and its controversial practices.   Indoctrinated into the church as a child while living with her mother and sister in New York, Remini eventually moved to Los Angeles, where her dreams of becoming an actress and advancing Scientology’s causes grew increasingly intertwined. As an adult, she found the success she’d worked so hard for, and with it a prominent place in the hierarchy of celebrity Scientologists alongside people such as Tom Cruise, Scientology’s most high-profile adherent. Remini spent time directly with Cruise and was included among the guests at his 2006 wedding to Katie Holmes.   But when she began to raise questions about some of the church’s actions, she found herself a target. In the end, she was declared by the church to be a threat to their organization and therefore a “Suppressive Person,” and as a result, all of her fellow parishioners—including members of her own family—were told to disconnect from her. Forever.   Bold, brash, and bravely confessional, Troublemaker chronicles Leah Remini’s remarkable journey toward emotional and spiritual freedom, both for herself and for her family. This is a memoir designed to reveal the hard-won truths of a life lived honestly—from an author unafraid of the consequences.Praise for Troublemaker   “An aggressively honest memoir . . . Troublemaker is the most raw and revealing Scientology memoir to date.”—Entertainment Weekly   “Leah’s story is a juicy, inside-Hollywood read, but it’s more than that. It’s a moving story about the value of questioning authority and how one woman survived a profound crisis of faith.”—People   “Remini [offers] up some juicy tidbits from her decades in the church.”—Newsweek",$14.77,4.7
2028,1613743807,book,hardcover,"Ticked: A Medical Miracle, a Friendship, and the Weird World of Tourette Syndrome","James A. Fussell, Jeffrey P. Matovic, Jeff Foxworthy",Chicago Review Press," When Jeff Matovic burst into the office of Dr. Robert Maciunas, he had very few options left. Matovic had suffered for years from Tourette Syndrome, his full-body spasms and outbursts getting progressively worse, to the point that he saw suicide as a viable option. Drugs, physical therapy, prayer—nothing was working. But Dr. Maciunas was a pioneer in deep brain stimulation (DBS), a new therapy that had worked to correct other brain disorders. Could it fix Matovic’s Tourette’s? All Matovic had to do was convince Dr. Maciunas that he was a perfect candidate for the procedure. That, and have several electrical leads—a “brain pacemaker”—implanted into his skull.            Author Jim Fussell is uniquely qualified to tell Matovic’s story—he suffers from Tourette Syndrome as well. Fussell’s job as a feature writer for the Kansas City Star brought him in contact with Oprah Winfrey, who first told him about Jeff Matovic, the “Miracle Man.” As Fussell learned about Matovic’s remarkable journey, he vowed to seek him out. This is their story.",$16.81,4.8
2029,1433555034,book,hardcover,The New City Catechism Devotional: God's Truth for Our Hearts and Minds (The Gospel Coalition),"Collin Hansen, Timothy J. Keller",Crossway," In centuries past, the church used catechisms to teach foundational Christian doctrines. In today’s world of shifting beliefs, this communal practice of learning biblical truth via questions and answers is more needed than ever before. Seeking to restore this ancient method of teaching to the regular life of the church, The New City Catechism Devotional is a gospel-centered, modern-day resource that not only summarizes important Christian beliefs through fifty-two questions and answers but also helps readers be transformed by those doctrines. Each question features a relevant Scripture reading, a short prayer, and a devotional commentary written by contemporary pastors (including John Piper, Timothy Keller, and Kevin DeYoung) and historical figures (such as Augustine, John Calvin, Martin Luther, and many others). Designed for use in a variety of contexts, The New City Catechism Devotional is a valuable resource for helping believers learn and meditate on the doctrines that stand at the heart of the Christian faith.",$15.77,4.9
2030,1454912944,book,hardcover,Inside Tracks: Robyn Davidson's Solo Journey Across the Outback,Rick Smolan,Against All Odds Productions," Through stunning images, acclaimed photographer Rick Smolan tells the astounding story of Robyn Davidson, who crossed the desolate Australian outback accompanied only by four camels and a dog. Now, Davidson's exhilarating wilderness adventure is a major motion picture, and this remarkable volume presents both Smolan's original photographs along with those from the movie, TRACKS. As an exciting bonus, the book incorporates Aurasma technology that enables readers to point their smart devices at one of the pictures from the original journey and then watch that scene as it is brought to life in the movie.",$35.28,4.9
2031,3430200938,book,hardcover,Immer am Limit,Herbert Henzler,Econ Verlag,,$29.59,
2032,1481477048,book,hardcover,The Peculiar Incident on Shady Street,Lindsay Currie,Aladdin," A girl unravels a centuries-old mystery after moving into a haunted house in this deliciously suspenseful mystery.Tessa Woodward isn’t exactly thrilled to move to rainy, cold Chicago from her home in sunny Florida. But homesickness turns to icy fear when unexplainable things start happening in her new house. Things like flickering lights, mysterious drawings appearing out of nowhere, and a crackling noise she can feel in her bones. When her little brother’s doll starts crying real tears, Tessa realizes that someone—or something—is trying to communicate with her. And it involves a secret that’s been shrouded in mystery for more than one hundred years. With the help of three new friends, Tessa begins unraveling the mystery of what happened in the house on Shady Street—and more importantly, what it has to do with her!",$12.59,4.9
2033,1612513093,book,hardcover,The Secret War for the Middle East: The Influence of Axis and Allied Intelligence Operations During World War II,"CDR Youssef H. Aboul-Enein USN, Basil H. Aboul-Enein",Naval Institute Press," It can be argued that the Middle East during the World War II has been regarded as that conflict's most overlooked theater of operations. Though the threat of direct Axis invasion never materialized beyond the Egyptian Western Desert with Rommel's Afrika Korps, this did not limit the Axis from probing the Middle East and cultivating potential collaborators and sympathizers. These actions left an indelible mark in the socio-political evolution of the modern states of the Middle East. This book explores the infusion of the political language of anti-Semitism, nationalism, fascism, and Marxism that were among the ideological byproducts of Axis and Allied intervention in the Arab world. The status of British-dominated Middle East was tailor-made for exploitation by Axis intelligence and propaganda. German and Italian intelligence efforts fueled anti-British resentments; their influence shaped the course of Arab nationalist sentiments throughout the Middle East. A relevant parallel to the pan-Arab cause was Hitler's attempt to bring ethnic Germans into the fold of a greater German state. In theory, as the Sudeten German stood on par with the Carpathian German, so too, according to doctrinal theory, did the Yemeni stand in union with the Syrian in the imagination of those espousing pan-Arabism. As historic evidence demonstrates, this very commonality proved to be a major factor in the development of relations between Arab and Fascist leaders. The Arab nationalist movement amounted to nothing more than a shapeless, fragmented, counter position to British imperialism, imported to the Arab East via Berlin for Nazi aspirations.",$28.50,5.0
2034,0394823370,book,hardcover,The Lorax (Classic Seuss),"Dr. Seuss, Theodor Seuss Geisel",Random House Books for Young Readers," ""Unless someone like you...cares a whole awful lot...nothing is going to get better...It's not.""   Long before saving the earth became a global concern, Dr. Seuss, speaking through his character the Lorax, warned against mindless progress and the danger it posed to the earth's natural beauty.   ""The big, colorful pictures and the fun images, word plays and rhymes make this an amusing exposition of the ecology crisis.""—School Library Journal.",$13.46,4.8
2035,3990382950,book,hardcover,Bildband Steine der Macht,Wolf Stan,novum publishing gmbh,,$30.52,
2036,0692899693,book,hardcover,LITTLE d AND THE BEE: A Powerful True Story of Love and Forgiveness,Randy Mead,Rough Sawn Press," At eighteen, Randy was a model student, star athlete, and brand-new Christian about to conquer the world until he learned of a dark family secret—a horrendous crime committed almost a year before he was born. As a result, Randy trashed his life and lost his ability to trust anyone—especially God.After years of alcohol and drug abuse, a failed marriage, and the demon taunting him to commit murder and suicide, Randy planned to disappear into the wilderness. Before he could escape, a preacher’s daughter named Jenny entered his life. Sensing that God had special plans for Randy, she was unexplainably drawn to patiently love and pray for him. A series of mind-boggling miracles, visions, and prophecies followed. What he didn’t know was that all of these spectacular “God sightings” were helping prepare him for the biggest challenges yet to come.Buckle your seatbelt, grab a box of tissue, and get ready to be blown away as Randy takes you with him on this remarkable true journey of God’s story in his life—with a multi-climatic ending that will warm your heart and leave you in awe of a real, loving, living God!",$23.99,4.6
2037,1137335327,book,hardcover,Brain Control: Developments in Therapy and Implications for Society,David Linden,Palgrave Macmillan,,,
2038,1781593736,book,hardcover,Life in the Victorian Asylum: The World of Nineteenth Century Mental Health Care,Mark Stevens,Pen & Sword Books Ltd," Life in the Victorian Asylum reconstructs the lost world of the nineteenth century public asylums. This fresh take on the history of mental health reveals why county asylums were built, the sort of people they housed and the treatments they received, as well as the enduring legacy of these remarkable institutions.Mark Stevens, the best-selling author of Broadmoor Revealed, is a professional archivist and expert on asylum records. In this book, he delves into Victorian mental health archives to recreate the experience of entering an asylum and being treated there, perhaps for a lifetime. Praise for Broadmoor Revealed‘Superb,’ Family Tree magazine‘Detailed and thoughtful,’ Times Literary Supplement‘Paints a fascinating picture,’ Who Do You Think You Are? magazine",$26.18,3.6
2039,0470471905,book,hardcover,Beyond Dealmaking: Five Steps to Negotiating Profitable Relationships,Melanie Billings-Yun,Jossey-Bass," Praise for Beyond Dealmaking""Every potential rainmaker and savvy competitor needs MelanieBillings-Yun's GRASP method for negotiation. You'll never have tosearch for leads again. I highly recommend this book.""Jeffrey J. Fox, author, How to Be a Rainmaker, Rain, and Howto Be a Fierce Competitor""Stepping back from the details of the deal, Beyond Dealmakingfocuses on the bigger pictureengaging people to work togetherin an authentic way to resolve issues. Dr. Billings-Yun'saccessible approach offers negotiators more than merely how to 'getto yes' but, more importantly, how to stay there.""Carol Frohlinger, coauthor, Her Place at the Table: A Woman'sGuide to Negotiating Five Key Challenges to Leadership Success, andco-founder of Negotiating Women, Inc.""The concepts advocated in Beyond Dealmaking are spot on,particularly for global negotiations and joint ventures such asones I routinely dealt with in mergers and acquisitions. Attentionto productive relationships is one element that consistentlycrosses cultures and geographies. Dr. Billings-Yun captures theessence of a complicated topic concisely, with concrete examplesthat bring it to life and a conversational tone that makes it aleisurely read.""Jacqui Winship, director, Corporate Strategy and BusinessDevelopment, Whirlpool Corporation""Melanie Billings-Yun has produced an innovative, refreshingapproach to negotiation based on her years of practical experiencearound the world. She treats negotiation as an on-going processthat forms the core of a successful relationship, not as merely afree-standing transaction. Beyond Dealmaking takes us beyond 'yes'to build the sort of trust that ensures success.""Stephen Bosworth, dean, The Fletcher School of Law andDiplomacy, Tufts University""Finally, a clear-eyed how-to book that understands thatnegotiation is not just about terms, but about people. BeyondDealmaking shows us how to make lasting agreements based onunderstanding, fairness, and respect. Filled with fascinatingstories of negotiations of every type, this is a book that everyonecan learn from to improve their work and their livesand maybeeven ease the burden on our overloaded courts.""Betty Roberts, arbitrator, mediator, and former OregonSupreme Court Justice""I am delighted to see a considered and sustainable approach tonegotiation that understands that actions, words, and fairness havean impact that continues far beyond the signing of a deal.""Edward C. Prescott, Ph.D., professor, and winner of the NobelPrize for Economics",$19.77,4.8
